Hour,Day_Num,Month,Is_Weekend,Crime_Severity_Score,Latitude,Longitude,District,Ward,Beat,Community Area,Arrest,Domestic,Primary Type,Is_Night,TSNE1,TSNE2,Time_Period
23,6,9,1,3,41.801709383,-87.596697686,2,5,233,41,0,0,CRIMINAL DAMAGE,1,-1.4080938,12.512957,Night (8PM-6AM)
22,2,9,0,3,41.938536771,-87.729631491,25,31,2523,21,0,0,THEFT,1,13.911697,0.42073247,Night (8PM-6AM)
0,1,2,0,3,41.985889024,-87.777066756,16,45,1622,11,0,0,THEFT,1,5.562265,-6.315384,Night (8PM-6AM)
21,5,11,1,6,41.896810209,-87.749161243,15,37,1531,25,0,0,BATTERY,1,3.4047575,7.6041,Night (8PM-6AM)
18,1,12,0,3,41.992826037,-87.700694442,24,50,2413,2,0,0,THEFT,0,9.753342,-2.3744998,Day (6AM-8PM)
16,1,7,0,6,41.75160043,-87.667113761,6,17,611,71,0,1,BATTERY,0,-10.620842,4.7650294,Day (6AM-8PM)
19,5,12,1,5,41.882407184,-87.686468002,12,27,1223,28,1,0,WEAPONS VIOLATION,0,1.454923,4.226237,Day (6AM-8PM)
12,0,11,0,4,41.890222244,-87.765215781,15,37,1523,25,1,0,NARCOTICS,0,1.8272529,0.11620987,Day (6AM-8PM)
14,4,11,0,2,41.953438388,-87.746133511,17,45,1731,15,0,1,OTHER OFFENSE,0,6.03886,1.0348626,Day (6AM-8PM)
16,5,5,1,3,42.001793647,-87.704615816,24,50,2412,2,0,0,THEFT,0,9.432855,8.4678335,Day (6AM-8PM)
1,6,6,1,5,41.936908741,-87.63692881,19,44,1934,6,1,0,WEAPONS VIOLATION,1,3.0461655,3.568728,Night (8PM-6AM)
17,5,1,1,3,41.933887617,-87.708013834,14,35,1412,21,0,0,THEFT,0,5.443536,11.605421,Day (6AM-8PM)
15,0,1,0,6,41.89920884,-87.755703376,15,37,1524,25,0,0,BATTERY,0,3.8784359,-4.6707025,Day (6AM-8PM)
7,1,7,0,3,41.956312231,-87.698309382,17,33,1724,16,0,0,CRIMINAL DAMAGE,0,6.7259912,-6.8037195,Day (6AM-8PM)
18,5,11,1,3,41.939361225,-87.703292485,17,33,1733,21,0,0,THEFT,0,6.648027,10.72152,Day (6AM-8PM)
16,3,10,0,7,41.673548279,-87.616795523,5,9,532,53,0,0,ROBBERY,0,-7.690776,-1.9295614,Day (6AM-8PM)
11,3,9,0,6,41.762390218,-87.645552416,7,17,733,68,0,1,ASSAULT,0,-9.654478,4.7548084,Day (6AM-8PM)
13,4,5,0,3,41.89152994,-87.66552946,12,1,1215,24,0,0,THEFT,0,0.91286075,-9.450275,Day (6AM-8PM)
19,3,8,0,5,41.956106188,-87.671068915,19,47,1912,6,0,0,MOTOR VEHICLE THEFT,0,5.818779,-1.3275316,Day (6AM-8PM)
19,0,9,0,3,41.803671998,-87.703846021,8,14,821,63,0,0,THEFT,0,-0.9234613,-11.050206,Day (6AM-8PM)
18,3,12,0,3,41.778340981,-87.703122242,8,14,823,66,1,0,THEFT,0,-0.8340048,-1.5071398,Day (6AM-8PM)
12,2,11,0,3,41.789674497,-87.71669989,8,23,822,62,0,0,DECEPTIVE PRACTICE,0,-0.9590615,-10.5688305,Day (6AM-8PM)
16,0,4,0,3,41.923672617,-87.786301606,25,36,2512,19,0,0,THEFT,0,13.401727,1.6982934,Day (6AM-8PM)
11,4,3,0,4,41.945863902,-87.767912706,16,30,1633,15,1,0,NARCOTICS,0,3.779604,-0.38878953,Day (6AM-8PM)
1,1,1,0,3,41.911669895,-87.631931184,18,43,1814,7,0,0,DECEPTIVE PRACTICE,1,8.437927,-3.8657062,Night (8PM-6AM)
13,5,3,1,4,41.902265932,-87.754070562,15,37,1531,25,1,0,NARCOTICS,0,1.6731267,4.015552,Day (6AM-8PM)
21,3,10,0,6,41.788629994,-87.726694785,8,13,813,62,0,1,BATTERY,1,-11.099102,5.8503566,Night (8PM-6AM)
20,4,8,0,6,41.931589197,-87.74244575,25,31,2521,20,0,0,BATTERY,1,10.919186,-0.8065714,Night (8PM-6AM)
14,1,10,0,3,41.765391491,-87.566498738,3,5,334,43,0,0,THEFT,0,-7.0732036,-9.221528,Day (6AM-8PM)
10,6,6,1,6,41.884952818,-87.750337933,15,28,1532,25,0,1,BATTERY,0,3.5843952,5.565294,Day (6AM-8PM)
21,1,6,0,3,41.777810401,-87.593008043,3,20,314,42,0,0,THEFT,1,-5.152307,-12.038949,Night (8PM-6AM)
11,1,11,0,3,41.777065079,-87.6714367,7,15,726,67,0,0,THEFT,0,-1.8312343,-10.957218,Day (6AM-8PM)
4,3,3,0,8,41.671257198,-87.650220188,5,21,524,53,0,0,CRIMINAL SEXUAL ASSAULT,1,-6.7272096,-3.8878756,Night (8PM-6AM)
20,0,6,0,3,41.732429048,-87.585553602,4,8,413,48,0,0,CRIMINAL DAMAGE,1,-6.9636984,-10.886527,Night (8PM-6AM)
9,6,9,1,6,41.797167289,-87.671963363,9,16,932,61,0,1,BATTERY,0,0.32776088,7.643158,Day (6AM-8PM)
20,6,4,1,3,41.767499809,-87.680787163,8,17,832,66,0,0,CRIMINAL DAMAGE,1,-5.1851406,12.108443,Night (8PM-6AM)
12,5,1,1,5,41.874341768,-87.726681717,11,28,1132,26,0,0,BURGLARY,0,2.7579708,8.971024,Day (6AM-8PM)
17,5,8,1,3,41.892816145,-87.624193198,18,42,1834,8,0,0,THEFT,0,8.608276,9.81922,Day (6AM-8PM)
11,3,10,0,3,41.809305232,-87.606558389,2,4,223,38,0,0,THEFT,0,-9.186471,-8.509922,Day (6AM-8PM)
20,6,8,1,5,41.88486975,-87.749112116,15,28,1532,25,0,0,MOTOR VEHICLE THEFT,1,3.1539526,7.760619,Night (8PM-6AM)
18,4,5,0,6,41.788786066,-87.622315729,2,20,232,40,1,1,BATTERY,0,-1.690838,2.0214922,Day (6AM-8PM)
3,6,11,1,3,41.854322771,-87.730919627,10,24,1012,29,0,0,CRIMINAL DAMAGE,1,3.4865954,11.300343,Night (8PM-6AM)
13,5,9,1,6,41.829395788,-87.675256892,9,12,912,59,0,1,BATTERY,0,0.38415956,7.6331143,Day (6AM-8PM)
17,1,6,0,3,41.838982054,-87.66160267,9,11,913,60,0,0,CRIMINAL DAMAGE,0,-1.5157602,-10.139608,Day (6AM-8PM)
1,1,5,0,3,41.807820161,-87.727614164,8,14,815,57,0,0,CRIMINAL DAMAGE,1,-2.8906784,-6.204319,Night (8PM-6AM)
9,6,7,1,7,41.8919534,-87.612563748,18,42,1834,8,0,0,ROBBERY,0,6.5440626,6.6635175,Day (6AM-8PM)
13,1,1,0,3,41.884033695,-87.724981565,11,28,1122,26,0,0,THEFT,0,4.949215,-9.495776,Day (6AM-8PM)
19,1,12,0,3,41.785609333,-87.700891383,8,14,824,66,0,0,THEFT,0,-0.9409228,-11.550242,Day (6AM-8PM)
10,5,8,1,5,41.750787418,-87.607647625,6,6,624,44,0,0,MOTOR VEHICLE THEFT,0,-5.4240217,7.6673393,Day (6AM-8PM)
21,5,11,1,7,41.807007819,-87.604321257,2,4,223,39,0,0,ROBBERY,1,-3.8404312,6.7391944,Night (8PM-6AM)
14,6,11,1,3,41.73646369,-87.585210026,4,8,412,48,1,0,CRIMINAL DAMAGE,0,-2.082857,4.983252,Day (6AM-8PM)
17,0,10,0,5,41.872028865,-87.690453568,11,28,1135,28,0,0,MOTOR VEHICLE THEFT,0,1.7650329,-3.0874085,Day (6AM-8PM)
10,4,4,0,3,41.891349194,-87.749166932,15,37,1532,25,0,0,DECEPTIVE PRACTICE,0,6.0261993,-8.416504,Day (6AM-8PM)
1,1,8,0,3,41.817226657,-87.637368542,9,11,925,61,0,0,THEFT,1,-3.6728566,-6.082109,Night (8PM-6AM)
15,1,5,0,3,41.72932687,-87.631943657,6,9,634,49,0,0,DECEPTIVE PRACTICE,0,-4.398648,-9.064648,Day (6AM-8PM)
14,1,3,0,3,41.67150655,-87.633281772,5,21,523,53,0,1,CRIMINAL DAMAGE,0,-6.739095,2.105863,Day (6AM-8PM)
1,5,7,1,3,41.890336879,-87.625329768,18,42,1834,8,0,0,CRIMINAL DAMAGE,1,8.596709,7.4952025,Night (8PM-6AM)
20,6,4,1,3,41.881183664,-87.685081252,12,27,1223,28,0,0,THEFT,1,4.3405457,13.268656,Night (8PM-6AM)
19,0,11,0,3,41.874680746,-87.683792083,12,28,1225,28,0,0,CRIMINAL DAMAGE,0,3.2634375,-12.492577,Day (6AM-8PM)
4,4,12,0,3,41.937678194,-87.6844212,19,32,1931,5,0,0,THEFT,1,7.6593957,-5.8448343,Night (8PM-6AM)
17,2,3,0,6,41.881150589,-87.758763376,15,37,1522,25,0,1,BATTERY,0,8.94642,2.788658,Day (6AM-8PM)
12,6,11,1,3,41.895226353,-87.634164316,18,42,1831,8,0,0,THEFT,0,7.838695,9.736959,Day (6AM-8PM)
15,1,4,0,6,41.924085205,-87.757863874,25,31,2515,19,0,0,BATTERY,0,11.645391,-0.69812185,Day (6AM-8PM)
21,2,8,0,6,41.770020864,-87.6913338,8,16,831,66,0,0,BATTERY,1,-4.700983,-1.6113471,Night (8PM-6AM)
0,6,10,1,6,41.881224307,-87.66441395,12,34,1224,28,1,1,BATTERY,1,0.11915964,2.9688647,Night (8PM-6AM)
16,3,9,0,5,41.894211229,-87.715056305,11,27,1121,23,0,0,BURGLARY,0,1.6818058,-3.4476995,Day (6AM-8PM)
0,4,10,0,6,41.934670929,-87.746720994,25,31,2521,19,1,1,BATTERY,1,0.9835729,1.6402861,Night (8PM-6AM)
21,5,2,1,2,41.756440904,-87.552835809,4,7,421,43,1,0,OTHER OFFENSE,1,-2.3626578,5.3294754,Night (8PM-6AM)
13,0,3,0,10,41.84449713,-87.706594911,10,25,1032,30,0,0,HOMICIDE,0,1.2345337,-5.404042,Day (6AM-8PM)
20,0,4,0,6,41.849497705,-87.705184405,10,25,1033,30,0,0,ASSAULT,1,1.0652499,-4.7915277,Night (8PM-6AM)
6,1,8,0,3,41.747631422,-87.560099333,4,7,422,46,0,0,THEFT,0,-7.1399093,-7.422719,Day (6AM-8PM)
21,4,6,0,6,41.902962814,-87.692567794,14,26,1423,24,0,0,ASSAULT,1,0.9345391,-4.123879,Night (8PM-6AM)
18,6,9,1,3,41.689858036,-87.623900437,5,9,522,49,0,1,THEFT,0,-0.016841615,5.6410356,Day (6AM-8PM)
14,2,12,0,3,41.777215693,-87.698612813,8,15,823,66,0,0,THEFT,0,-1.2266638,-11.032243,Day (6AM-8PM)
18,6,1,1,6,41.721262518,-87.658727525,22,21,2213,73,1,1,BATTERY,0,-3.184365,3.1020248,Day (6AM-8PM)
23,0,7,0,3,41.733611017,-87.652058564,22,21,2222,71,1,1,CRIMINAL DAMAGE,1,-3.4574575,2.5393217,Night (8PM-6AM)
23,2,11,0,3,41.919253319,-87.634817004,18,43,1814,7,0,0,CRIMINAL DAMAGE,1,10.690932,-6.7271485,Night (8PM-6AM)
16,4,9,0,6,41.862415847,-87.60930894,1,4,132,33,0,0,BATTERY,0,-12.107929,-1.6732368,Day (6AM-8PM)
13,5,10,1,6,42.000894418,-87.671572263,24,40,2432,1,1,0,BATTERY,0,2.8737772,3.4957564,Day (6AM-8PM)
18,3,3,0,2,41.936834364,-87.759954481,25,31,2514,19,0,0,OTHER OFFENSE,0,13.4273205,1.9733427,Day (6AM-8PM)
19,5,6,1,5,41.770020864,-87.6913338,8,16,831,66,0,0,MOTOR VEHICLE THEFT,0,-8.184018,6.9645333,Day (6AM-8PM)
21,0,3,0,3,41.907219171,-87.63155009,18,2,1824,8,0,0,THEFT,1,0.14207314,-8.404639,Night (8PM-6AM)
23,5,3,1,7,41.785643489,-87.702112057,8,14,824,66,0,1,SEX OFFENSE,1,0.2290709,7.706724,Night (8PM-6AM)
21,3,5,0,6,41.874180626,-87.66785807,12,27,1231,28,0,1,ASSAULT,1,10.336162,2.6262066,Night (8PM-6AM)
11,6,12,1,5,41.774363494,-87.610666703,3,20,321,42,1,0,MOTOR VEHICLE THEFT,0,-1.971566,4.62227,Day (6AM-8PM)
15,3,9,0,4,41.691734822,-87.686635443,22,19,2212,75,1,0,NARCOTICS,0,-3.4166434,2.2619007,Day (6AM-8PM)
16,1,9,0,3,41.795215196,-87.585044243,2,5,235,41,0,0,THEFT,0,-8.299423,-9.372633,Day (6AM-8PM)
21,6,6,1,5,41.8920906,-87.763458325,15,37,1524,25,0,0,MOTOR VEHICLE THEFT,1,3.3805726,7.882748,Night (8PM-6AM)
23,0,1,0,3,41.887270825,-87.698916468,12,27,1222,27,0,0,THEFT,1,5.4982452,-10.873193,Night (8PM-6AM)
13,2,8,0,7,41.801307936,-87.584690956,2,5,234,41,0,1,SEX OFFENSE,0,-11.933763,1.6100583,Day (6AM-8PM)
12,2,5,0,3,41.884481993,-87.630010542,1,42,111,32,0,0,THEFT,0,-1.1235313,-4.8212185,Day (6AM-8PM)
12,0,8,0,2,41.778482801,-87.672679658,7,16,726,67,0,1,OTHER OFFENSE,0,-7.7557063,2.2193997,Day (6AM-8PM)
15,1,6,0,3,41.998031985,-87.672959422,24,40,2433,77,0,0,DECEPTIVE PRACTICE,0,11.728842,5.401649,Day (6AM-8PM)
13,6,12,1,3,41.89031518,-87.619607985,18,42,1834,8,0,0,THEFT,0,7.8219185,9.821931,Day (6AM-8PM)
9,4,8,0,3,41.774319025,-87.605795029,3,20,321,42,1,0,THEFT,0,-2.4465537,0.34111506,Day (6AM-8PM)
8,2,3,0,3,41.729170867,-87.551235346,4,10,423,46,0,1,THEFT,0,-6.412357,1.5131595,Day (6AM-8PM)
17,2,2,0,3,41.935432921,-87.668504341,19,32,1931,6,1,0,THEFT,0,3.9223776,0.7431242,Day (6AM-8PM)
17,3,11,0,5,41.832263639,-87.67145175,9,11,912,59,0,0,BURGLARY,0,-4.844918,-2.4060054,Day (6AM-8PM)
17,2,2,0,3,41.850234493,-87.684200952,10,25,1034,31,0,0,THEFT,0,5.2218595,-10.524146,Day (6AM-8PM)
18,6,6,1,5,41.761069905,-87.616764648,3,6,323,69,0,0,MOTOR VEHICLE THEFT,0,-5.9304605,6.6933384,Day (6AM-8PM)
15,3,10,0,3,41.758331912,-87.653941271,7,17,733,68,1,0,THEFT,0,-1.0845321,-1.063224,Day (6AM-8PM)
19,3,5,0,2,41.885741029,-87.631711749,1,42,122,32,1,0,INTERFERENCE WITH PUBLIC OFFICER,0,-4.7429028,1.1874465,Day (6AM-8PM)
17,0,9,0,2,41.71693263,-87.675885346,22,19,2213,72,0,0,OTHER OFFENSE,0,-7.3889966,4.9160204,Day (6AM-8PM)
17,4,2,0,3,41.758823934,-87.70872669,8,17,835,66,0,0,DECEPTIVE PRACTICE,0,-2.1027043,-8.603798,Day (6AM-8PM)
22,0,3,0,3,41.771471841,-87.71623639,8,23,833,65,0,0,THEFT,1,-1.4637563,-8.9507885,Night (8PM-6AM)
2,2,9,0,5,41.810196952,-87.688339453,9,15,922,58,1,0,WEAPONS VIOLATION,1,-0.8943059,-0.34283507,Night (8PM-6AM)
5,5,4,1,7,41.902451213,-87.666337686,12,1,1213,24,0,0,ROBBERY,1,1.6666864,11.053789,Night (8PM-6AM)
0,6,5,1,3,41.844023772,-87.626923253,1,3,133,35,0,0,THEFT,1,-2.8352175,9.875903,Night (8PM-6AM)
14,5,11,1,3,41.754592961,-87.741528537,8,18,833,65,0,0,THEFT,0,-6.3536487,12.682061,Day (6AM-8PM)
15,2,4,0,6,41.990336069,-87.713085958,17,39,1711,13,0,0,BATTERY,0,4.8739185,-3.8565238,Day (6AM-8PM)
14,0,7,0,3,41.912368507,-87.711758253,14,26,1422,23,0,0,THEFT,0,3.8755856,-11.234124,Day (6AM-8PM)
19,4,10,0,3,41.921000188,-87.636425726,18,43,1814,7,0,0,THEFT,0,10.614981,-6.6970387,Day (6AM-8PM)
22,1,9,0,7,41.689952877,-87.636259781,22,21,2233,49,0,0,ROBBERY,1,-5.5776076,4.172839,Night (8PM-6AM)
19,6,11,1,3,41.771531518,-87.70296528,8,17,831,66,0,0,THEFT,0,-5.8987694,12.965456,Day (6AM-8PM)
14,4,1,0,5,41.746846948,-87.585870025,4,8,411,45,1,0,WEAPONS VIOLATION,0,-2.9771864,-0.63704824,Day (6AM-8PM)
22,3,6,0,3,41.760451759,-87.664914689,7,17,735,67,0,0,THEFT,1,-1.8328586,-10.885966,Night (8PM-6AM)
9,0,7,0,3,41.673447184,-87.633344932,5,21,523,53,0,0,DECEPTIVE PRACTICE,0,-3.813477,-8.2302885,Day (6AM-8PM)
12,3,8,0,3,41.905521317,-87.68587472,14,1,1424,24,0,0,THEFT,0,1.0616635,-9.391252,Day (6AM-8PM)
17,0,6,0,3,41.774406263,-87.63578967,7,6,722,68,0,0,CRIMINAL DAMAGE,0,-3.8379288,-9.583361,Day (6AM-8PM)
10,5,2,1,3,41.708237949,-87.645302245,22,21,2232,73,0,1,THEFT,0,-3.763844,3.7782934,Day (6AM-8PM)
16,6,8,1,3,41.735223542,-87.643589082,22,21,2223,71,0,0,THEFT,0,-3.9333475,4.9698877,Day (6AM-8PM)
0,1,4,0,5,41.737327955,-87.717919024,8,18,834,70,0,0,MOTOR VEHICLE THEFT,1,-5.178135,-4.616932,Night (8PM-6AM)
20,2,7,0,5,41.815417691,-87.702876282,9,12,921,58,0,0,MOTOR VEHICLE THEFT,1,-4.3370547,-1.7746627,Night (8PM-6AM)
14,5,6,1,3,41.883500187,-87.627876698,1,34,111,32,1,0,THEFT,0,-2.4157155,3.6838956,Day (6AM-8PM)
0,5,6,1,7,41.876349533,-87.667075491,12,27,1231,28,0,0,ROBBERY,1,2.893901,9.977498,Night (8PM-6AM)
0,3,10,0,3,41.909265128,-87.690880967,14,1,1423,24,0,0,DECEPTIVE PRACTICE,1,1.4896966,-8.710565,Night (8PM-6AM)
14,2,10,0,3,41.781531354,-87.594666478,3,20,314,42,0,1,CRIMINAL DAMAGE,0,-7.804055,0.9329302,Day (6AM-8PM)
5,1,12,0,6,41.771623104,-87.706161048,8,14,831,66,0,1,BATTERY,1,-9.016575,4.748445,Night (8PM-6AM)
0,0,5,0,5,41.868029452,-87.754765237,15,29,1522,25,0,0,BURGLARY,1,4.0397854,-5.8037157,Night (8PM-6AM)
4,2,5,0,5,41.935854166,-87.649120179,19,44,1933,6,0,0,BURGLARY,1,6.8864,-3.074029,Night (8PM-6AM)
0,2,6,0,6,41.854564542,-87.712421035,10,24,1024,29,0,0,ASSAULT,1,3.0557296,-6.4130383,Night (8PM-6AM)
15,1,5,0,3,42.012271365,-87.689344972,24,50,2411,2,0,0,CRIMINAL DAMAGE,0,9.274314,-1.7921671,Day (6AM-8PM)
21,4,3,0,7,41.844580682,-87.701808336,10,25,1033,30,0,0,ROBBERY,1,0.9685764,-5.0890727,Night (8PM-6AM)
21,4,6,0,8,41.947252263,-87.65350869,19,44,1923,6,0,0,CRIMINAL SEXUAL ASSAULT,1,5.8917403,-1.3004146,Night (8PM-6AM)
17,6,1,1,6,41.965528071,-87.656189835,19,46,1914,3,0,0,BATTERY,0,5.827717,7.266942,Day (6AM-8PM)
1,6,8,1,6,41.953718654,-87.649984242,19,46,1923,6,0,0,BATTERY,1,6.9573627,6.4296174,Night (8PM-6AM)
12,1,9,0,5,41.874497044,-87.714126453,11,28,1133,27,0,0,MOTOR VEHICLE THEFT,0,2.5438714,-3.8804307,Day (6AM-8PM)
12,0,6,0,7,41.831101673,-87.617716013,2,4,211,35,0,0,ROBBERY,0,-11.567731,-2.5189056,Day (6AM-8PM)
21,6,3,1,3,41.887712308,-87.656090432,12,27,1214,28,1,0,CRIMINAL TRESPASS,1,1.6239462,4.263453,Night (8PM-6AM)
21,4,2,0,6,41.707379152,-87.609589909,5,9,512,49,0,1,BATTERY,1,-12.741028,2.896386,Night (8PM-6AM)
23,1,6,0,3,41.802132606,-87.613677631,2,20,223,38,0,0,CRIMINAL DAMAGE,1,-5.1391354,-12.081751,Night (8PM-6AM)
19,1,10,0,3,41.810806172,-87.607832602,2,4,221,38,0,0,CRIMINAL DAMAGE,0,-8.8863535,-9.730158,Day (6AM-8PM)
6,4,1,0,5,41.748885287,-87.699929043,8,18,835,70,0,0,BURGLARY,0,-5.7124605,-4.0729685,Day (6AM-8PM)
0,0,3,0,3,41.81477957,-87.690729267,9,12,922,58,0,1,THEFT,1,-7.7150598,2.8343828,Night (8PM-6AM)
1,2,6,0,5,41.811870569,-87.613880434,2,3,221,38,0,0,MOTOR VEHICLE THEFT,1,-10.805174,-4.300715,Night (8PM-6AM)
22,6,11,1,6,41.759442511,-87.629636606,7,6,731,69,0,1,ASSAULT,1,0.33435622,8.631527,Night (8PM-6AM)
14,4,1,0,6,41.770838649,-87.591112323,3,5,321,43,0,0,BATTERY,0,-8.852206,-2.1423697,Day (6AM-8PM)
7,1,10,0,7,41.888525948,-87.644322264,12,34,1214,28,0,0,ROBBERY,0,2.6197457,-3.7797506,Day (6AM-8PM)
12,2,8,0,3,41.882184727,-87.768632376,15,29,1512,25,0,1,THEFT,0,5.7539463,0.87934256,Day (6AM-8PM)
3,2,6,0,2,41.941185738,-87.640807804,19,44,1925,6,1,0,OTHER OFFENSE,1,3.5445487,0.8408046,Night (8PM-6AM)
1,2,10,0,5,41.853836827,-87.625519566,1,3,131,33,0,0,MOTOR VEHICLE THEFT,1,-11.146479,-4.303314,Night (8PM-6AM)
3,6,3,1,3,41.907156625,-87.66759285,14,1,1433,24,1,0,CRIMINAL DAMAGE,1,1.0203711,4.805996,Night (8PM-6AM)
2,3,1,0,7,41.797656084,-87.666321575,9,16,932,61,0,0,ARSON,1,-5.8090043,-4.214439,Night (8PM-6AM)
1,2,7,0,2,41.833669032,-87.620600943,2,4,211,35,0,0,OTHER OFFENSE,1,-8.344712,-6.738558,Night (8PM-6AM)
18,4,6,0,6,41.88946287,-87.624222942,18,42,1834,8,0,0,BATTERY,0,6.0153947,-1.2548478,Day (6AM-8PM)
8,4,3,0,3,41.880960239,-87.707131052,11,28,1123,27,0,0,DECEPTIVE PRACTICE,0,4.3927507,-9.254582,Day (6AM-8PM)
9,3,8,0,3,41.799429695,-87.733139401,8,23,815,57,0,0,THEFT,0,-2.087972,-6.8115034,Day (6AM-8PM)
16,4,8,0,3,41.966760254,-87.692039192,19,40,1911,4,0,0,DECEPTIVE PRACTICE,0,10.24707,-6.3995414,Day (6AM-8PM)
23,0,4,0,3,41.891126489,-87.652899501,12,27,1214,24,0,0,CRIMINAL DAMAGE,1,4.9988055,-11.59009,Night (8PM-6AM)
10,0,3,0,5,42.021178873,-87.672429228,24,49,2422,1,0,0,BURGLARY,0,7.7199264,-1.5319524,Day (6AM-8PM)
11,6,6,1,5,41.750614996,-87.591818087,4,8,411,45,0,0,MOTOR VEHICLE THEFT,0,-5.148605,7.449034,Day (6AM-8PM)
13,1,10,0,5,41.687299551,-87.655604403,22,21,2234,75,0,0,WEAPONS VIOLATION,0,-5.723616,4.141404,Day (6AM-8PM)
13,4,8,0,7,41.881961095,-87.699483103,12,27,1222,27,1,0,ROBBERY,0,1.3550204,-0.85102963,Day (6AM-8PM)
5,3,11,0,3,41.906506796,-87.760839427,25,37,2532,25,1,0,CRIMINAL TRESPASS,1,2.9025567,2.2497911,Night (8PM-6AM)
19,4,9,0,2,41.742527775,-87.54887474,4,10,424,46,1,0,OTHER OFFENSE,0,-2.3252044,0.06787477,Day (6AM-8PM)
2,0,3,0,3,41.7223745,-87.625066721,6,9,634,49,0,0,THEFT,1,-4.862617,-6.5198975,Night (8PM-6AM)
17,6,2,1,6,41.969078381,-87.65560801,20,46,2024,3,0,0,ASSAULT,0,5.85223,7.2877507,Day (6AM-8PM)
12,3,9,0,3,41.879890416,-87.630832031,1,34,112,32,0,0,THEFT,0,-0.995498,-3.6474667,Day (6AM-8PM)
3,4,8,0,5,42.007919177,-87.665351128,24,49,2431,1,0,0,MOTOR VEHICLE THEFT,1,7.4085627,-2.5227158,Night (8PM-6AM)
21,2,8,0,3,41.909664252,-87.742728815,25,37,2533,25,0,0,THEFT,1,13.898542,0.5807394,Night (8PM-6AM)
12,2,10,0,5,41.923381416,-87.723071953,25,35,2525,22,0,0,BURGLARY,0,10.576279,-0.63306457,Day (6AM-8PM)
9,1,8,0,5,41.865406824,-87.732489678,10,24,1011,29,0,0,BURGLARY,0,2.566617,-4.324051,Day (6AM-8PM)
19,3,6,0,3,41.772121953,-87.618650577,3,6,322,69,0,0,CRIMINAL DAMAGE,0,-4.535476,-10.3370905,Day (6AM-8PM)
12,3,5,0,6,41.849139968,-87.701502901,10,25,1033,30,0,1,BATTERY,0,9.680191,1.7506273,Day (6AM-8PM)
21,5,3,1,3,41.828364832,-87.639955731,9,11,915,60,0,0,CRIMINAL DAMAGE,1,-4.9824896,12.106062,Night (8PM-6AM)
17,5,2,1,3,41.877822179,-87.655181405,12,34,1232,28,0,0,THEFT,0,4.0622473,13.342898,Day (6AM-8PM)
16,5,3,1,6,41.915798196,-87.726524412,25,26,2534,20,0,1,BATTERY,0,4.710398,4.4185004,Day (6AM-8PM)
3,4,7,0,3,41.732836393,-87.573187615,4,8,413,48,0,0,THEFT,1,-7.083942,-6.4135923,Night (8PM-6AM)
15,3,6,0,5,41.77089081,-87.591115388,3,5,321,43,0,0,BURGLARY,0,-9.734889,-1.5629369,Day (6AM-8PM)
0,4,10,0,2,41.885481891,-87.627935689,1,42,111,32,1,0,INTERFERENCE WITH PUBLIC OFFICER,1,-4.8538,1.1663779,Night (8PM-6AM)
14,4,2,0,6,41.868699038,-87.625858624,1,4,123,32,0,0,BATTERY,0,-11.260555,-1.8175093,Day (6AM-8PM)
13,6,3,1,6,41.857155485,-87.640966299,12,25,1235,31,1,1,ASSAULT,0,0.10639535,2.969331,Day (6AM-8PM)
2,3,10,0,6,41.781424188,-87.613230939,3,20,313,42,1,1,BATTERY,1,-1.6202006,1.8721542,Night (8PM-6AM)
20,2,12,0,3,41.880731604,-87.628828854,1,34,112,32,0,0,CRIMINAL TRESPASS,1,-0.9566888,-3.1268003,Night (8PM-6AM)
0,5,6,1,6,41.89318177,-87.6345943,18,42,1831,8,0,0,BATTERY,1,6.845597,6.2123513,Night (8PM-6AM)
21,2,10,0,6,41.91904583,-87.77433341,25,36,2515,19,0,0,ASSAULT,1,10.775176,-0.8073307,Night (8PM-6AM)
19,6,5,1,6,41.87521997,-87.717409422,11,28,1133,27,0,1,ASSAULT,0,3.0761037,5.7546706,Day (6AM-8PM)
22,4,9,0,5,41.851959522,-87.625481536,1,3,131,33,0,0,BURGLARY,1,-12.1896,-1.2864769,Night (8PM-6AM)
18,5,8,1,6,41.917590457,-87.750955858,25,26,2522,19,0,0,ASSAULT,0,8.225105,4.989414,Day (6AM-8PM)
2,5,12,1,6,41.881441785,-87.667837814,12,27,1224,28,0,1,BATTERY,1,3.1235418,6.189165,Night (8PM-6AM)
17,6,12,1,3,41.85636929,-87.704173788,10,24,1022,29,0,0,THEFT,0,5.5973196,12.571481,Day (6AM-8PM)
16,0,8,0,3,41.962876488,-87.719007339,17,33,1723,14,0,0,THEFT,0,8.275332,-8.155186,Day (6AM-8PM)
15,2,1,0,6,41.797238042,-87.699607176,9,14,923,63,0,1,BATTERY,0,-10.400663,4.8174744,Day (6AM-8PM)
13,2,2,0,6,41.952149368,-87.698824938,17,35,1733,16,0,0,BATTERY,0,5.00734,-3.97925,Day (6AM-8PM)
22,5,1,1,2,41.772399064,-87.649756647,7,16,724,68,1,0,OTHER OFFENSE,1,-1.9387466,5.7795043,Night (8PM-6AM)
7,3,12,0,3,41.870822616,-87.7187477,11,24,1133,27,0,0,THEFT,0,2.02695,-10.8841305,Day (6AM-8PM)
14,1,9,0,3,41.713879007,-87.629683319,5,9,511,49,0,0,THEFT,0,-5.24985,-9.601746,Day (6AM-8PM)
