Hour,Day_Num,Month,Is_Weekend,Crime_Severity_Score,Latitude,Longitude,District,Ward,Beat,Community Area,Arrest,Domestic,Primary Type,Is_Night,TSNE1,TSNE2,Time_Period
5,6,1,1,6,41.769065813,-87.610040671,3,6,322,69,0,0,ASSAULT,1,-6.0566382,8.4889145,Night (8PM-6AM)
2,0,7,0,3,41.850067311,-87.696494725,10,24,1033,30,0,0,CRIMINAL DAMAGE,1,2.7653182,-9.285585,Night (8PM-6AM)
9,1,10,0,5,41.972101049,-87.654899332,20,48,2024,3,0,0,MOTOR VEHICLE THEFT,0,6.105578,-2.4959943,Day (6AM-8PM)
2,4,11,0,3,41.750706929,-87.602741498,6,8,624,44,0,0,THEFT,1,-7.441625,-6.0612655,Night (8PM-6AM)
21,0,10,0,3,41.923751746,-87.692815476,14,1,1431,22,0,0,THEFT,1,0.8144195,-9.766935,Night (8PM-6AM)
5,5,12,1,3,41.873875151,-87.687413227,11,28,1135,28,0,0,THEFT,1,3.6090465,11.315329,Night (8PM-6AM)
15,5,9,1,6,41.917617873,-87.737577676,25,26,2522,20,0,0,BATTERY,0,8.194,5.043197,Day (6AM-8PM)
21,6,1,1,3,41.748565926,-87.619699794,6,6,623,44,0,0,CRIMINAL DAMAGE,1,-3.116371,11.821723,Night (8PM-6AM)
7,0,7,0,7,41.767089837,-87.573879419,3,5,331,43,1,1,ROBBERY,0,-1.774347,1.9168913,Day (6AM-8PM)
11,4,12,0,5,41.976786876,-87.68995268,20,40,2011,4,0,0,BURGLARY,0,5.501922,-2.2374046,Day (6AM-8PM)
8,4,3,0,3,41.774516813,-87.592939605,3,20,321,42,0,1,THEFT,0,-6.7442656,1.4683496,Day (6AM-8PM)
15,1,11,0,6,41.772691757,-87.575250392,3,5,331,43,0,0,ASSAULT,0,-10.373576,-2.2091453,Day (6AM-8PM)
11,6,3,1,3,41.79680323,-87.605837837,2,20,233,41,0,0,THEFT,0,-2.2086248,10.648647,Day (6AM-8PM)
12,6,10,1,3,41.769323968,-87.616199914,3,6,322,69,0,0,DECEPTIVE PRACTICE,0,-3.3852656,12.696123,Day (6AM-8PM)
17,4,1,0,3,41.680692908,-87.662446079,22,21,2234,75,0,0,THEFT,0,-6.7020063,4.39624,Day (6AM-8PM)
14,4,2,0,3,41.895140898,-87.624255632,18,2,1834,8,1,0,THEFT,0,0.3663915,-0.6280848,Day (6AM-8PM)
0,0,12,0,6,41.88275944,-87.709463721,11,28,1123,27,0,0,BATTERY,1,3.7021594,-5.758464,Night (8PM-6AM)
18,1,10,0,7,41.744106955,-87.543043907,4,10,424,46,0,0,ROBBERY,0,-10.094458,-1.9858508,Day (6AM-8PM)
18,2,12,0,2,41.949361002,-87.649549222,19,46,1923,6,1,0,OTHER OFFENSE,0,2.9983075,0.8662349,Day (6AM-8PM)
18,1,4,0,6,41.931525797,-87.747209193,25,31,2521,19,0,0,BATTERY,0,11.700947,-0.76504284,Day (6AM-8PM)
21,3,3,0,5,41.899366288,-87.687876347,12,36,1212,24,0,0,MOTOR VEHICLE THEFT,1,0.8361665,-4.800109,Night (8PM-6AM)
16,3,4,0,6,41.947172465,-87.657655995,19,44,1924,6,0,0,ASSAULT,0,6.968127,-1.2362691,Day (6AM-8PM)
12,1,8,0,3,41.881074162,-87.632339332,1,34,122,32,0,0,THEFT,0,-1.1862868,-4.1602488,Day (6AM-8PM)
3,0,3,0,3,41.912489108,-87.717844818,25,26,2535,22,0,0,CRIMINAL DAMAGE,1,12.39777,1.3363951,Night (8PM-6AM)
8,0,6,0,2,42.007961462,-87.662719889,24,49,2431,1,0,1,OTHER OFFENSE,0,7.0626235,0.85622096,Day (6AM-8PM)
4,1,9,0,5,41.905909589,-87.725791508,25,36,2535,23,0,0,BURGLARY,1,10.663718,-0.29682273,Night (8PM-6AM)
21,2,9,0,3,41.803671998,-87.703846021,8,14,821,63,0,0,THEFT,1,-0.8624844,-11.18394,Night (8PM-6AM)
17,0,7,0,3,41.955711583,-87.646411524,19,46,1915,3,0,0,THEFT,0,10.908987,-5.395316,Day (6AM-8PM)
0,0,7,0,6,41.784402201,-87.665553309,7,15,714,67,0,1,ASSAULT,1,-9.113677,3.8694937,Night (8PM-6AM)
0,2,10,0,5,41.894791034,-87.769593839,15,29,1511,25,0,0,MOTOR VEHICLE THEFT,1,4.57238,-5.4903054,Night (8PM-6AM)
14,4,9,0,3,41.862944205,-87.707126989,10,24,1022,29,0,0,CRIMINAL DAMAGE,0,3.0141182,-11.494574,Day (6AM-8PM)
9,2,5,0,5,41.703921814,-87.564453754,4,10,434,51,0,1,OFFENSE INVOLVING CHILDREN,0,-11.487606,1.4615405,Day (6AM-8PM)
15,6,8,1,5,41.891791478,-87.620917415,18,2,1834,8,0,0,MOTOR VEHICLE THEFT,0,0.87446624,12.16238,Day (6AM-8PM)
12,2,10,0,6,41.78210152,-87.586502002,3,5,314,42,0,0,BATTERY,0,-10.561681,-2.708483,Day (6AM-8PM)
14,3,2,0,3,41.781669308,-87.612058594,3,20,313,42,0,0,THEFT,0,-4.4926705,-11.997582,Day (6AM-8PM)
19,5,9,1,6,41.86938727,-87.658596922,12,28,1231,28,0,0,BATTERY,0,2.0411792,7.821742,Day (6AM-8PM)
0,5,3,1,3,41.764900898,-87.576943938,3,5,333,43,0,1,THEFT,1,-0.114339344,6.0196743,Night (8PM-6AM)
14,0,12,0,6,41.802321549,-87.600589375,2,4,222,39,0,0,ASSAULT,0,-11.145327,-2.4825644,Day (6AM-8PM)
3,5,7,1,3,41.763091226,-87.580524298,3,7,324,43,0,0,THEFT,1,-3.5916848,10.262414,Night (8PM-6AM)
23,5,8,1,3,41.86018026,-87.711584798,10,24,1021,29,0,0,CRIMINAL DAMAGE,1,5.525135,12.827101,Night (8PM-6AM)
17,1,3,0,3,41.991378352,-87.699428666,24,50,2413,2,0,0,DECEPTIVE PRACTICE,0,9.211216,-1.5094309,Day (6AM-8PM)
9,2,12,0,3,41.757614433,-87.586115266,4,8,411,43,0,0,THEFT,0,-7.703081,-7.995593,Day (6AM-8PM)
21,0,2,0,2,41.87173019,-87.718603156,11,24,1133,27,0,0,OTHER OFFENSE,1,5.442977,-10.793369,Night (8PM-6AM)
23,5,11,1,3,41.778549812,-87.66907134,7,15,726,67,0,0,CRIMINAL DAMAGE,1,-5.1204076,13.200281,Night (8PM-6AM)
10,6,3,1,6,41.861751313,-87.712847101,10,24,1021,29,0,1,BATTERY,0,3.202106,5.948488,Day (6AM-8PM)
23,1,12,0,5,41.781814636,-87.599473636,3,20,314,42,0,0,MOTOR VEHICLE THEFT,1,-11.126345,-1.018692,Night (8PM-6AM)
21,4,5,0,3,41.778026808,-87.607135301,3,20,312,42,0,0,CRIMINAL DAMAGE,1,-4.945094,-12.057291,Night (8PM-6AM)
12,2,6,0,3,41.893587569,-87.652351833,12,27,1214,24,0,0,THEFT,0,3.7944167,-10.185323,Day (6AM-8PM)
9,4,5,0,4,41.868180939,-87.709271389,11,24,1134,29,1,0,NARCOTICS,0,3.0011313,-0.9112679,Day (6AM-8PM)
12,5,12,1,3,41.733013734,-87.603502581,6,8,632,44,0,0,THEFT,0,-2.6305864,12.485316,Day (6AM-8PM)
0,3,4,0,2,41.876166022,-87.726554309,11,28,1132,26,0,1,OTHER OFFENSE,1,5.820007,0.78861755,Night (8PM-6AM)
21,4,8,0,6,41.853479119,-87.726008976,10,24,1012,29,0,1,BATTERY,1,10.699108,2.2347343,Night (8PM-6AM)
12,2,3,0,7,41.74927985,-87.65977186,6,17,612,71,0,1,SEX OFFENSE,0,-10.245815,4.155101,Day (6AM-8PM)
0,2,3,0,6,41.719190117,-87.653994739,22,21,2213,73,1,0,BATTERY,1,-3.4592528,2.363262,Night (8PM-6AM)
12,4,2,0,3,41.871834768,-87.62615082,1,4,123,32,0,0,DECEPTIVE PRACTICE,0,-8.397984,-8.502227,Day (6AM-8PM)
20,5,7,1,3,41.910302064,-87.68885364,14,1,1434,24,0,0,DECEPTIVE PRACTICE,1,0.9075797,12.904711,Night (8PM-6AM)
9,2,4,0,2,41.746753867,-87.603838023,6,8,631,44,0,0,OTHER OFFENSE,0,-5.24657,-8.0083475,Day (6AM-8PM)
15,5,7,1,3,41.721689256,-87.626539467,6,9,634,49,0,0,THEFT,0,-2.897412,12.456406,Day (6AM-8PM)
22,0,1,0,6,41.69006147,-87.618201285,5,9,531,49,0,0,BATTERY,1,-7.8984632,-0.80305964,Night (8PM-6AM)
23,3,12,0,3,41.756080086,-87.616655231,6,6,623,69,0,0,THEFT,1,-2.029291,-12.157828,Night (8PM-6AM)
10,4,9,0,3,41.876434835,-87.630737689,1,34,122,32,0,0,DECEPTIVE PRACTICE,0,-1.0329279,-3.6727345,Day (6AM-8PM)
22,1,7,0,5,41.995521146,-87.655555611,24,48,2433,77,0,0,MOTOR VEHICLE THEFT,1,11.445245,4.8479695,Night (8PM-6AM)
15,0,9,0,2,41.844506623,-87.705820437,10,25,1024,30,0,0,OTHER OFFENSE,0,3.148547,-11.864967,Day (6AM-8PM)
18,4,11,0,5,41.903892302,-87.631858359,18,2,1821,8,0,0,MOTOR VEHICLE THEFT,0,0.2241918,-7.0034485,Day (6AM-8PM)
17,3,7,0,5,41.972068076,-87.664714577,20,47,2033,3,0,0,MOTOR VEHICLE THEFT,0,6.0090866,-1.2872577,Day (6AM-8PM)
23,6,9,1,3,41.883919302,-87.747850154,15,28,1532,25,0,1,THEFT,1,4.9554114,5.7497883,Night (8PM-6AM)
17,5,3,1,3,41.950439315,-87.684027105,19,47,1921,5,0,0,THEFT,0,9.801162,9.028087,Day (6AM-8PM)
9,2,7,0,6,41.65221844,-87.618872496,5,9,533,54,0,1,BATTERY,0,-10.835154,2.8606246,Day (6AM-8PM)
22,3,3,0,6,41.718682359,-87.567570758,4,7,431,51,1,1,BATTERY,1,-1.7425814,1.9924674,Night (8PM-6AM)
14,6,3,1,3,41.925843451,-87.702341464,14,35,1414,22,1,0,THEFT,0,1.7679719,4.074577,Day (6AM-8PM)
10,1,9,0,6,41.887511065,-87.707188274,11,28,1123,27,0,0,BATTERY,0,2.5703015,-4.011973,Day (6AM-8PM)
17,3,1,0,6,41.7661636,-87.584113638,3,5,332,43,0,1,BATTERY,0,-12.782195,1.8674796,Day (6AM-8PM)
0,3,4,0,3,41.911269954,-87.689685222,14,1,1434,24,0,0,DECEPTIVE PRACTICE,1,1.4690493,-8.53433,Night (8PM-6AM)
15,1,3,0,3,41.726254645,-87.65549921,22,21,2222,73,0,0,DECEPTIVE PRACTICE,0,-6.7503095,4.454846,Day (6AM-8PM)
15,1,4,0,3,41.899145291,-87.627910223,18,42,1833,8,0,0,DECEPTIVE PRACTICE,0,11.209704,-4.185634,Day (6AM-8PM)
19,0,7,0,6,41.752154317,-87.665143707,6,17,611,71,0,1,BATTERY,0,-11.0497875,4.83129,Day (6AM-8PM)
9,5,8,1,3,41.81691816,-87.633567673,9,20,925,37,0,0,CRIMINAL TRESPASS,0,-1.567025,13.695267,Day (6AM-8PM)
8,0,4,0,3,41.911050496,-87.710095756,14,26,1422,23,0,0,THEFT,0,4.354669,-8.819951,Day (6AM-8PM)
21,6,2,1,3,41.968408072,-87.712747145,17,33,1713,14,0,0,CRIMINAL DAMAGE,1,6.07806,11.179709,Night (8PM-6AM)
18,1,1,0,3,41.682403574,-87.66260769,22,21,2234,75,0,0,THEFT,0,-6.7379985,4.3845954,Day (6AM-8PM)
22,0,4,0,3,41.77433064,-87.597278676,3,20,321,42,0,0,THEFT,1,-5.050715,-12.144575,Night (8PM-6AM)
13,6,3,1,2,41.780627662,-87.650882842,7,16,712,68,0,0,OTHER OFFENSE,0,-5.1524606,11.296779,Day (6AM-8PM)
19,2,10,0,3,41.994912226,-87.670170124,24,48,2433,77,0,0,THEFT,0,11.777012,5.5480266,Day (6AM-8PM)
13,2,8,0,3,41.806105713,-87.664902504,9,20,931,61,0,0,THEFT,0,-1.5547258,-10.253564,Day (6AM-8PM)
8,6,11,1,6,41.791493635,-87.669374095,7,15,715,67,0,1,ASSAULT,0,0.26129866,7.8180094,Day (6AM-8PM)
2,0,9,0,7,41.891877298,-87.708221754,11,27,1121,23,0,0,ROBBERY,1,3.5814166,-5.898984,Night (8PM-6AM)
6,6,10,1,6,41.93260903,-87.702535717,14,35,1411,21,0,0,ASSAULT,0,3.6292977,9.402075,Day (6AM-8PM)
14,6,5,1,3,41.896701788,-87.626387093,18,42,1833,8,0,0,THEFT,0,9.159433,9.3392315,Day (6AM-8PM)
17,4,3,0,3,41.962997708,-87.654760597,19,46,1914,3,1,0,CRIMINAL TRESPASS,0,3.9277828,0.8512733,Day (6AM-8PM)
23,0,5,0,6,41.890930416,-87.705182634,12,27,1221,23,0,1,ASSAULT,1,10.211176,2.7531195,Night (8PM-6AM)
10,6,10,1,6,41.884193251,-87.670985823,12,27,1224,28,0,1,BATTERY,0,2.9802213,6.039153,Day (6AM-8PM)
20,6,8,1,4,41.89771322,-87.721266802,11,27,1112,23,1,0,NARCOTICS,1,1.5829436,4.1934023,Night (8PM-6AM)
4,3,7,0,3,41.749060661,-87.702375282,8,18,835,70,0,0,CRIMINAL DAMAGE,1,-2.9782684,-6.0547237,Night (8PM-6AM)
15,4,11,0,5,41.9593024,-87.784324108,16,38,1624,15,0,0,OFFENSE INVOLVING CHILDREN,0,4.6465354,-3.3584867,Day (6AM-8PM)
12,3,4,0,3,41.961253689,-87.697657333,17,33,1724,16,0,0,THEFT,0,6.333765,-7.709136,Day (6AM-8PM)
0,4,11,0,3,41.911106795,-87.63906832,18,2,1821,8,0,0,DECEPTIVE PRACTICE,1,0.9466245,-8.144213,Night (8PM-6AM)
18,0,5,0,3,41.972976823,-87.692208512,20,40,2031,4,0,0,THEFT,0,11.386973,-5.141224,Day (6AM-8PM)
18,4,4,0,3,41.886370204,-87.620691199,1,42,114,32,0,0,CRIMINAL DAMAGE,0,-0.72965485,-5.3890004,Day (6AM-8PM)
18,2,2,0,5,41.850903502,-87.721074597,10,22,1013,30,0,0,MOTOR VEHICLE THEFT,0,0.9702315,-5.044963,Day (6AM-8PM)
22,0,7,0,5,41.865070159,-87.733708009,10,24,1011,29,0,0,MOTOR VEHICLE THEFT,1,1.1006495,-3.905346,Night (8PM-6AM)
13,0,1,0,2,41.74084104,-87.648618464,6,17,613,71,0,0,OTHER OFFENSE,0,-3.2996893,-8.065057,Day (6AM-8PM)
17,5,7,1,6,41.809777926,-87.673509973,9,15,924,61,1,1,BATTERY,0,-0.76336664,3.3223805,Day (6AM-8PM)
9,6,8,1,2,42.00386323,-87.670551794,24,49,2432,1,0,0,OTHER OFFENSE,0,8.363654,8.581542,Day (6AM-8PM)
9,1,5,0,5,41.778684897,-87.721047092,8,23,823,65,0,0,BURGLARY,0,-4.9958844,-3.8968804,Day (6AM-8PM)
5,1,2,0,3,42.017597822,-87.695734902,24,50,2411,2,0,0,THEFT,1,8.605284,-2.3535497,Night (8PM-6AM)
4,6,11,1,6,41.745245796,-87.60016139,6,8,631,44,0,0,BATTERY,1,-5.584603,8.271908,Night (8PM-6AM)
19,2,2,0,3,41.909636288,-87.745300725,25,37,2533,25,1,0,THEFT,0,3.1424942,2.4140906,Day (6AM-8PM)
12,4,8,0,5,41.744998683,-87.61799139,6,6,631,44,0,0,BURGLARY,0,-8.626522,-1.8592103,Day (6AM-8PM)
2,6,2,1,6,41.876462276,-87.630737388,1,34,122,32,1,0,BATTERY,1,-2.18962,3.9145494,Night (8PM-6AM)
14,4,2,0,6,41.965893163,-87.669364384,19,47,1912,3,1,1,BATTERY,0,1.0792285,1.5934808,Day (6AM-8PM)
7,0,1,0,3,41.892331537,-87.673171534,12,36,1221,24,0,0,CRIMINAL DAMAGE,0,4.2968073,-8.7806,Day (6AM-8PM)
10,1,9,0,4,41.896691885,-87.711473198,11,27,1121,23,1,0,NARCOTICS,0,1.8447492,-0.41781563,Day (6AM-8PM)
8,2,12,0,2,41.898691519,-87.694311168,12,36,1211,24,0,1,OTHER OFFENSE,0,5.568442,0.8495299,Day (6AM-8PM)
18,6,4,1,6,41.902958085,-87.693195993,14,26,1423,24,0,0,BATTERY,0,2.6686268,8.556762,Day (6AM-8PM)
7,2,5,0,3,41.936844852,-87.658863951,19,44,1933,6,0,0,THEFT,0,9.387167,-4.193902,Day (6AM-8PM)
22,6,12,1,6,42.009395449,-87.698208509,24,50,2411,2,1,1,BATTERY,1,0.89311486,2.6888323,Night (8PM-6AM)
14,0,12,0,6,41.754507854,-87.576050797,4,8,414,43,0,1,BATTERY,0,-11.449235,2.4682496,Day (6AM-8PM)
10,5,2,1,6,41.913457483,-87.774110298,25,29,2531,25,0,1,BATTERY,0,4.7563467,4.400373,Day (6AM-8PM)
15,0,9,0,3,41.79826919,-87.723303209,8,23,822,62,1,0,DECEPTIVE PRACTICE,0,-0.778746,-1.352778,Day (6AM-8PM)
13,0,12,0,3,41.917052265,-87.635237822,18,43,1814,7,0,0,THEFT,0,9.546346,-6.603693,Day (6AM-8PM)
23,1,7,0,6,41.852534107,-87.728422105,10,24,1012,29,0,0,ASSAULT,1,1.1570054,-3.9623144,Night (8PM-6AM)
21,4,4,0,5,41.768521613,-87.621773406,3,6,322,69,0,0,MOTOR VEHICLE THEFT,1,-7.2440543,-0.8862075,Night (8PM-6AM)
10,0,11,0,3,41.919350517,-87.724175921,25,35,2525,22,0,0,CRIMINAL DAMAGE,0,13.290647,0.22915484,Day (6AM-8PM)
20,5,12,1,3,41.924655067,-87.712892063,14,35,1413,22,0,0,DECEPTIVE PRACTICE,1,6.2436166,11.683508,Night (8PM-6AM)
17,4,12,0,3,41.935261786,-87.659858248,19,32,1933,6,0,0,DECEPTIVE PRACTICE,0,10.27231,-7.6797743,Day (6AM-8PM)
12,4,8,0,3,41.87683815,-87.634320718,1,34,122,32,0,0,DECEPTIVE PRACTICE,0,-0.93350023,-3.8506052,Day (6AM-8PM)
22,5,5,1,7,41.778921304,-87.706364915,8,14,823,66,0,0,ROBBERY,1,-8.315466,6.7765045,Night (8PM-6AM)
11,4,5,0,3,41.92146152,-87.69500264,14,1,1431,22,0,0,CRIMINAL DAMAGE,0,1.0434978,-9.260551,Day (6AM-8PM)
0,3,3,0,3,41.898932424,-87.638002755,18,2,1823,8,0,0,DECEPTIVE PRACTICE,1,1.0011877,-8.272794,Night (8PM-6AM)
12,5,9,1,3,41.88173688,-87.751483513,15,28,1533,25,0,1,THEFT,0,5.01102,5.753185,Day (6AM-8PM)
14,4,11,0,3,41.97887761,-87.657883624,20,48,2023,77,0,0,CRIMINAL DAMAGE,0,11.777416,5.5691814,Day (6AM-8PM)
17,6,2,1,5,41.868302359,-87.698876423,11,28,1135,29,0,0,BURGLARY,0,2.6099873,8.79565,Day (6AM-8PM)
3,5,1,1,3,41.893242701,-87.6301899,18,42,1832,8,0,0,DECEPTIVE PRACTICE,1,9.064411,7.3693237,Night (8PM-6AM)
9,3,2,0,3,41.878726928,-87.678199026,12,27,1223,28,0,0,CRIMINAL TRESPASS,0,4.424945,-9.283778,Day (6AM-8PM)
7,0,5,0,2,41.784938911,-87.620598244,3,20,311,40,0,1,OTHER OFFENSE,0,-7.393394,1.2695265,Day (6AM-8PM)
15,6,11,1,6,41.852123965,-87.679131253,12,25,1234,31,0,0,ASSAULT,0,1.9596525,7.7678766,Day (6AM-8PM)
0,6,5,1,6,41.828312991,-87.626497936,2,3,213,35,1,1,BATTERY,1,-0.897283,3.4157636,Night (8PM-6AM)
23,6,2,1,3,41.689551098,-87.644725221,22,21,2233,75,0,0,CRIMINAL DAMAGE,1,-3.9271202,4.9629703,Night (8PM-6AM)
2,4,4,0,3,41.932012618,-87.640940116,19,43,1935,7,0,0,THEFT,1,8.472207,-4.06378,Night (8PM-6AM)
0,4,3,0,6,41.872034864,-87.689564973,11,28,1135,28,0,0,BATTERY,1,2.8665366,-6.6479516,Night (8PM-6AM)
20,4,12,0,3,41.940330772,-87.772228907,16,30,1633,15,0,0,THEFT,1,7.9730763,-9.057044,Night (8PM-6AM)
13,2,8,0,3,41.895316997,-87.728944145,11,37,1111,23,0,0,CRIMINAL DAMAGE,0,3.3538496,-10.496288,Day (6AM-8PM)
3,6,9,1,6,41.720307347,-87.653580044,22,21,2213,73,0,1,BATTERY,1,-3.7153406,3.6454663,Night (8PM-6AM)
21,2,5,0,3,41.906995173,-87.72765477,25,36,2534,23,0,0,THEFT,1,13.64573,1.6785574,Night (8PM-6AM)
11,0,5,0,3,41.756791002,-87.669673263,6,17,611,71,0,0,CRIMINAL TRESPASS,0,-3.0444205,-8.162124,Day (6AM-8PM)
0,1,9,0,6,41.913102651,-87.760030994,25,37,2532,25,0,1,BATTERY,1,7.2576256,2.4177098,Night (8PM-6AM)
22,4,1,0,6,41.947192116,-87.766801862,16,38,1633,15,0,0,BATTERY,1,4.302717,-4.3565354,Night (8PM-6AM)
0,6,11,1,2,41.771504824,-87.587193147,3,5,332,43,0,0,OTHER OFFENSE,1,-3.3586342,10.705231,Night (8PM-6AM)
19,6,3,1,3,41.711839664,-87.629632311,5,9,511,49,0,1,CRIMINAL DAMAGE,0,0.16724746,5.6463842,Day (6AM-8PM)
18,1,11,0,3,41.968234567,-87.728571616,17,39,1712,14,0,0,THEFT,0,8.493142,-8.38025,Day (6AM-8PM)
22,5,12,1,6,41.772934041,-87.702999205,8,14,831,66,0,0,BATTERY,1,-8.737443,7.1575527,Night (8PM-6AM)
22,4,5,0,6,41.928444478,-87.777088363,25,30,2512,19,0,1,BATTERY,1,7.048067,2.7174423,Night (8PM-6AM)
13,1,7,0,3,41.81421223,-87.619727208,2,3,215,38,0,0,THEFT,0,-8.866256,-8.731032,Day (6AM-8PM)
7,1,11,0,6,41.962577692,-87.880926883,16,41,1654,76,0,0,ASSAULT,0,5.55806,2.7334569,Day (6AM-8PM)
11,3,4,0,3,41.778418812,-87.693372826,8,16,825,66,0,0,THEFT,0,-2.2215593,-8.06151,Day (6AM-8PM)
0,3,10,0,6,41.773839333,-87.633269925,7,6,722,68,0,1,BATTERY,1,-9.347967,3.3966253,Night (8PM-6AM)
18,6,6,1,6,41.768607797,-87.615335449,3,6,322,69,1,1,BATTERY,0,-0.9973391,3.4547298,Day (6AM-8PM)
0,4,11,0,2,41.795765539,-87.7330379,8,23,815,62,1,0,INTERFERENCE WITH PUBLIC OFFICER,1,-0.65354866,-0.27098197,Night (8PM-6AM)
11,4,9,0,3,41.834654477,-87.628200527,2,3,211,35,0,0,THEFT,0,-9.4543915,-8.63498,Day (6AM-8PM)
6,0,5,0,3,41.754424685,-87.63482963,6,17,621,69,0,0,CRIMINAL DAMAGE,0,-3.6254745,-7.4111443,Day (6AM-8PM)
10,4,1,0,4,41.8744162,-87.638591667,1,28,124,28,1,0,NARCOTICS,0,-4.5735707,1.1217204,Day (6AM-8PM)
11,2,2,0,6,41.885312381,-87.667573631,12,27,1224,28,0,0,BATTERY,0,1.5545381,-5.7059436,Day (6AM-8PM)
17,2,4,0,2,41.794347692,-87.623479103,2,20,225,40,0,0,OTHER OFFENSE,0,-4.699924,-12.10108,Day (6AM-8PM)
20,0,8,0,2,41.81462672,-87.598846069,2,4,222,39,0,0,OTHER OFFENSE,1,-8.894264,-10.164926,Night (8PM-6AM)
0,5,4,1,3,41.795190552,-87.588007653,2,5,234,41,0,0,DECEPTIVE PRACTICE,1,-3.1678436,9.885681,Night (8PM-6AM)
22,6,9,1,3,41.84992918,-87.706806157,10,25,1024,30,0,0,CRIMINAL DAMAGE,1,5.5641384,12.781191,Night (8PM-6AM)
15,3,2,0,3,41.983673036,-87.657174571,20,48,2023,77,0,0,THEFT,0,11.668087,5.2673426,Day (6AM-8PM)
3,6,12,1,3,41.852692376,-87.643088278,12,25,1235,31,0,1,THEFT,1,4.6362224,6.088848,Night (8PM-6AM)
20,1,11,0,6,41.966739557,-87.729203503,17,39,1722,14,0,1,ASSAULT,1,8.8837185,2.7937372,Night (8PM-6AM)
2,3,9,0,3,41.901271782,-87.68270351,12,1,1212,24,0,0,THEFT,1,1.4737899,-8.755087,Night (8PM-6AM)
17,1,7,0,3,41.73700752,-87.663095053,6,21,614,71,0,0,THEFT,0,-2.225308,-10.570733,Day (6AM-8PM)
19,6,2,1,4,41.8550043,-87.726409332,10,24,1012,29,1,0,NARCOTICS,0,1.4849844,4.2402606,Day (6AM-8PM)
10,3,6,0,5,41.698030957,-87.62483956,5,9,513,49,0,0,WEAPONS VIOLATION,0,-7.974708,-3.1806302,Day (6AM-8PM)
14,1,7,0,3,41.962012411,-87.727854654,17,33,1723,14,0,0,CRIMINAL DAMAGE,0,8.053494,-8.003215,Day (6AM-8PM)
19,0,4,0,4,41.751181266,-87.663460692,6,17,611,71,1,0,NARCOTICS,0,-1.6154442,-1.5636843,Day (6AM-8PM)
10,4,8,0,5,41.873936641,-87.755618886,15,29,1522,25,0,0,MOTOR VEHICLE THEFT,0,3.9217217,-4.060906,Day (6AM-8PM)
13,1,10,0,3,41.925465597,-87.647915653,19,43,1935,7,0,0,THEFT,0,9.69979,-6.170332,Day (6AM-8PM)
18,4,6,0,3,41.890057206,-87.628491342,18,42,1831,8,0,0,THEFT,0,11.57067,-5.2406516,Day (6AM-8PM)
0,4,8,0,3,41.846970393,-87.726654101,10,22,1013,30,0,0,DECEPTIVE PRACTICE,1,2.620353,-9.573455,Night (8PM-6AM)
17,0,12,0,6,41.882367751,-87.667563806,12,27,1224,28,0,1,ASSAULT,0,10.740436,1.9373838,Day (6AM-8PM)
0,0,2,0,2,41.924259911,-87.744688762,25,31,2522,19,0,0,OTHER OFFENSE,1,12.323415,1.3304483,Night (8PM-6AM)
16,3,8,0,3,41.93121391,-87.676890454,19,32,1931,7,0,0,THEFT,0,10.40566,-7.5684013,Day (6AM-8PM)
19,2,1,0,3,41.93791173,-87.727149134,25,31,2523,21,0,0,CRIMINAL DAMAGE,0,13.44548,2.0328002,Day (6AM-8PM)
21,0,5,0,6,41.753079427,-87.664719985,6,17,611,71,0,1,ASSAULT,1,-11.188634,4.7531414,Night (8PM-6AM)
19,3,10,0,7,41.925091608,-87.672595059,18,32,1811,7,0,0,ROBBERY,0,5.2816753,-2.0106523,Day (6AM-8PM)
22,6,6,1,6,41.814563821,-87.604481355,2,4,221,39,1,1,BATTERY,1,-1.0862505,3.4943488,Night (8PM-6AM)
18,6,6,1,3,41.792936194,-87.749008923,8,23,814,56,0,0,CRIMINAL DAMAGE,0,-6.0262837,12.417882,Day (6AM-8PM)
1,4,11,0,6,41.767522463,-87.674657944,7,17,735,67,0,1,BATTERY,1,-8.957257,4.5354714,Night (8PM-6AM)
21,1,6,0,6,41.782861937,-87.623774464,3,20,311,40,0,0,BATTERY,1,-10.27871,-0.38807663,Night (8PM-6AM)
1,5,1,1,3,41.862132355,-87.666264958,12,28,1233,28,0,0,THEFT,1,2.9274547,12.185653,Night (8PM-6AM)
20,2,8,0,6,41.814377178,-87.604476134,2,4,221,39,1,1,BATTERY,1,-1.8319899,2.0496874,Night (8PM-6AM)
22,6,3,1,5,41.806636147,-87.748022495,8,22,814,56,0,0,MOTOR VEHICLE THEFT,1,-8.390831,6.832378,Night (8PM-6AM)
17,2,9,0,3,41.754251875,-87.634391715,6,17,623,69,0,0,THEFT,0,-1.9731079,-11.602071,Day (6AM-8PM)
6,5,6,1,2,41.76613965,-87.638375484,7,6,732,68,0,0,OTHER OFFENSE,0,-4.859934,10.669468,Day (6AM-8PM)
16,4,7,0,6,41.880097909,-87.773997324,15,29,1513,25,0,1,BATTERY,0,9.239425,2.7142477,Day (6AM-8PM)
13,5,1,1,3,41.993043969,-87.660360363,24,48,2433,77,0,0,THEFT,0,7.1949425,4.1890593,Day (6AM-8PM)
