Latitude,Longitude,Arrest,Primary Type,KMeans_Geo,DBSCAN_Geo,Hierarchical_Geo
41.915615549,-87.68555593,0,BURGLARY,1,0,2
41.88290449,-87.758828452,0,MOTOR VEHICLE THEFT,3,0,1
41.959677698,-87.758400405,0,DECEPTIVE PRACTICE,3,0,4
41.777701473,-87.703106505,0,BURGLARY,7,0,0
41.771746445,-87.653081217,0,THEFT,2,0,0
41.989981064,-87.661231302,0,BATTERY,4,0,2
41.907304847,-87.667598658,0,THEFT,0,0,2
41.779960201,-87.632099778,0,BATTERY,2,0,0
41.983670812,-87.657262868,0,BATTERY,4,0,2
41.762214292,-87.60628366,0,MOTOR VEHICLE THEFT,2,0,3
41.841825184,-87.623292218,0,BURGLARY,0,0,3
41.8508105,-87.685608239,0,THEFT,1,0,1
41.863196881,-87.614817819,1,BATTERY,0,0,6
41.87274383,-87.709124198,0,CRIMINAL DAMAGE,1,0,1
41.77247843,-87.711043091,0,OTHER OFFENSE,7,0,0
41.887093819,-87.656846152,0,BURGLARY,0,0,6
41.858432828,-87.706657084,0,THEFT,1,0,1
41.744924864,-87.661217172,0,CRIMINAL DAMAGE,6,0,0
41.893583154,-87.720241104,0,BATTERY,1,0,1
41.737746191,-87.713019964,0,OTHER OFFENSE,7,0,0
41.732275752,-87.596231259,0,MOTOR VEHICLE THEFT,5,0,3
41.844361092,-87.716442982,0,CRIMINAL DAMAGE,1,0,1
41.923936516,-87.768819225,1,BURGLARY,3,0,1
41.933552616,-87.679887451,0,CRIMINAL DAMAGE,4,0,2
41.953961079,-87.649680194,0,THEFT,4,0,2
41.880237469,-87.76552823,0,BATTERY,3,0,1
41.836600771,-87.61677038,0,CRIMINAL DAMAGE,2,0,3
41.805333559,-87.604281553,0,CRIMINAL DAMAGE,2,0,3
41.887338112,-87.624551258,0,THEFT,0,0,6
41.891694878,-87.626155832,0,DECEPTIVE PRACTICE,0,0,6
41.895003278,-87.62152816,0,CRIMINAL SEXUAL ASSAULT,0,0,6
42.006563517,-87.685940267,0,ROBBERY,4,0,2
41.899410159,-87.624131266,0,THEFT,0,0,6
41.88567509,-87.646681203,0,CRIMINAL DAMAGE,0,0,6
41.833695118,-87.618175159,0,CRIMINAL DAMAGE,2,0,3
41.938819016,-87.74756509,0,DECEPTIVE PRACTICE,3,0,1
41.893469034,-87.632648229,0,THEFT,0,0,6
41.937047475,-87.743516351,0,OTHER OFFENSE,3,0,1
42.01647546,-87.688857287,0,DECEPTIVE PRACTICE,4,0,2
41.884333364,-87.619266937,0,THEFT,0,0,6
41.998806046,-87.682604876,0,CRIMINAL DAMAGE,4,0,2
41.974861952,-87.890372151,0,THEFT,3,1,4
41.920349882,-87.711971077,0,ROBBERY,1,0,1
41.917263956,-87.718335376,0,BATTERY,1,0,1
41.925398601,-87.652337017,1,CRIMINAL TRESPASS,0,0,2
41.708151877,-87.646511717,0,THEFT,6,0,5
41.754592961,-87.741528537,1,ARSON,7,0,0
41.993061616,-87.681489927,0,MOTOR VEHICLE THEFT,4,0,2
41.722578383,-87.662706548,0,ASSAULT,6,0,5
41.850453178,-87.623743697,0,MOTOR VEHICLE THEFT,0,0,3
41.817557781,-87.615368562,0,BATTERY,2,0,3
41.699331499,-87.665584617,0,MOTOR VEHICLE THEFT,6,0,5
41.857190995,-87.661735179,0,BATTERY,0,0,6
41.961630706,-87.724174141,0,OTHER OFFENSE,4,0,1
41.97673515,-87.709922786,0,THEFT,4,0,1
41.934888566,-87.681733482,0,ASSAULT,4,0,2
41.879577487,-87.712248721,0,THEFT,1,0,1
41.954001531,-87.691387729,0,OTHER OFFENSE,4,0,2
41.736319535,-87.559711101,0,CRIMINAL DAMAGE,5,0,7
41.895204609,-87.659445496,0,DECEPTIVE PRACTICE,0,0,6
41.791160785,-87.579836586,0,BURGLARY,5,0,3
41.758526554,-87.60855003,0,BATTERY,2,0,3
41.911343842,-87.63471588,1,THEFT,0,0,6
41.758174759,-87.549934016,0,THEFT,5,0,7
41.680692908,-87.662446079,0,THEFT,6,0,5
41.865397377,-87.640660777,1,THEFT,0,0,6
41.732264754,-87.619261101,0,THEFT,6,0,5
41.750940757,-87.625185222,0,ASSAULT,2,0,3
41.654647136,-87.617100194,0,ASSAULT,6,0,5
41.717755524,-87.56112054,0,ASSAULT,5,0,7
41.869711769,-87.708177079,1,BATTERY,1,0,1
41.92502408,-87.762331189,0,THEFT,3,0,1
41.943634364,-87.648257746,0,MOTOR VEHICLE THEFT,4,0,2
41.937718623,-87.640613767,0,THEFT,0,0,2
41.984109031,-87.660855375,1,BATTERY,4,0,2
41.845045538,-87.733230737,0,MOTOR VEHICLE THEFT,1,0,1
42.014899856,-87.679077469,0,OTHER OFFENSE,4,0,2
41.867095804,-87.723875559,0,MOTOR VEHICLE THEFT,1,0,1
41.994345158,-87.802247128,0,ASSAULT,3,0,4
41.816855505,-87.603219097,0,OTHER OFFENSE,2,0,3
41.802257502,-87.673319396,0,OTHER OFFENSE,7,0,0
41.757493599,-87.616687151,0,CRIMINAL DAMAGE,2,0,3
41.900331411,-87.764534788,0,BATTERY,3,0,1
41.752573593,-87.635949142,0,CRIMINAL DAMAGE,6,0,3
41.726560961,-87.608129133,0,THEFT,6,0,3
41.836600771,-87.61677038,0,MOTOR VEHICLE THEFT,2,0,3
41.938137696,-87.730454875,0,BATTERY,1,0,1
41.772350141,-87.718306561,0,ASSAULT,7,0,0
41.769546206,-87.663944167,0,WEAPONS VIOLATION,7,0,0
41.872296332,-87.62802194,0,KIDNAPPING,0,0,6
42.018498254,-87.672983233,0,ROBBERY,4,0,2
41.772998982,-87.576478539,0,ASSAULT,5,0,7
41.733592461,-87.604749024,0,MOTOR VEHICLE THEFT,5,0,3
41.875729379,-87.624011267,0,BATTERY,0,0,6
41.919000788,-87.802427723,0,THEFT,3,0,4
41.703835771,-87.537703637,0,MOTOR VEHICLE THEFT,5,0,7
41.926879391,-87.650766841,0,THEFT,0,0,2
41.899410159,-87.624131266,1,CRIMINAL DAMAGE,0,0,6
41.951525814,-87.751010994,0,MOTOR VEHICLE THEFT,3,0,4
41.6518205,-87.616666803,0,CRIMINAL DAMAGE,6,0,5
41.694650688,-87.540108953,0,OTHER OFFENSE,5,0,7
41.881847601,-87.641772074,0,DECEPTIVE PRACTICE,0,0,6
41.882394062,-87.627844798,0,THEFT,0,0,6
41.677389679,-87.625098943,0,ARSON,6,0,5
41.910711323,-87.69333529,0,CRIMINAL DAMAGE,1,0,2
41.935783703,-87.744307157,0,OTHER OFFENSE,3,0,1
41.770348245,-87.637277969,0,BATTERY,2,0,0
41.777030311,-87.634969336,0,CRIMINAL DAMAGE,2,0,0
41.931582515,-87.742747165,1,THEFT,3,0,1
41.883750008,-87.753969761,0,CRIMINAL TRESPASS,1,0,1
41.892520844,-87.706463551,0,THEFT,1,0,1
41.775429728,-87.640753492,0,OTHER OFFENSE,2,0,0
41.767245969,-87.57632989,0,THEFT,5,0,7
41.929021705,-87.652923215,0,ROBBERY,0,0,2
41.930750253,-87.636852477,0,THEFT,0,0,2
41.806167564,-87.677057167,0,WEAPONS VIOLATION,7,0,0
41.977771384,-87.822468819,0,CRIMINAL TRESPASS,3,0,4
41.893255699,-87.629176054,0,MOTOR VEHICLE THEFT,0,0,6
41.974925958,-87.688423168,0,THEFT,4,0,2
41.899593359,-87.721329659,0,CRIMINAL TRESPASS,1,0,1
42.009504574,-87.69069751,0,THEFT,4,0,2
41.765701532,-87.67488184,1,BATTERY,7,0,0
41.776150283,-87.615522623,1,BATTERY,2,0,3
41.766197951,-87.648081324,0,ASSAULT,2,0,0
41.814209562,-87.640812745,0,MOTOR VEHICLE THEFT,2,0,3
41.800483161,-87.587414531,0,CRIMINAL DAMAGE,2,0,3
41.96394281,-87.688761911,0,WEAPONS VIOLATION,4,0,2
41.903196526,-87.751957281,0,OTHER OFFENSE,3,0,1
41.977017622,-87.692447486,1,THEFT,4,0,2
41.958883406,-87.74838141,0,MOTOR VEHICLE THEFT,3,0,4
41.829680452,-87.628864206,0,MOTOR VEHICLE THEFT,2,0,3
42.017141954,-87.677652421,0,THEFT,4,0,2
41.805765182,-87.673404434,0,OTHER OFFENSE,7,0,0
41.772057129,-87.675326408,0,ASSAULT,7,0,0
41.894272651,-87.726052394,0,BATTERY,1,0,1
41.841789348,-87.638522682,0,MOTOR VEHICLE THEFT,0,0,3
41.896700196,-87.655246179,0,THEFT,0,0,6
41.892993568,-87.622707414,0,THEFT,0,0,6
41.978991238,-87.659941972,1,ASSAULT,4,0,2
41.776832515,-87.683577859,0,THEFT,7,0,0
41.93859561,-87.649576033,1,THEFT,4,0,2
41.775059874,-87.661657854,0,THEFT,7,0,0
41.964351639,-87.661000678,0,ASSAULT,4,0,2
41.898128681,-87.722500679,0,BATTERY,1,0,1
41.670617706,-87.633785524,0,THEFT,6,0,5
41.96137851,-87.65474101,1,CRIMINAL TRESPASS,4,0,2
41.754420622,-87.571159169,0,BATTERY,5,0,7
41.672357307,-87.620337216,1,OTHER OFFENSE,6,0,5
41.759799663,-87.604174095,0,BATTERY,2,0,3
41.861800727,-87.712850295,0,BATTERY,1,0,1
41.798955963,-87.706609763,1,WEAPONS VIOLATION,7,0,0
42.003795157,-87.699805795,0,OTHER OFFENSE,4,0,2
41.692833841,-87.60431945,0,THEFT,6,0,5
41.773138492,-87.667723105,0,BURGLARY,7,0,0
41.721689256,-87.626539467,0,THEFT,6,0,5
41.806914497,-87.604318647,0,ASSAULT,2,0,3
41.799549558,-87.731920675,0,THEFT,7,0,0
41.764380641,-87.633416743,0,THEFT,2,0,3
41.887709569,-87.64868665,0,THEFT,0,0,6
41.935978351,-87.785854655,1,BATTERY,3,0,4
41.87382194,-87.725423556,0,BATTERY,1,0,1
41.774069404,-87.659820506,0,BATTERY,2,0,0
41.794172544,-87.70357593,1,NARCOTICS,7,0,0
41.744360194,-87.669354242,0,THEFT,6,0,0
41.791415288,-87.668164785,0,THEFT,7,0,0
41.929880903,-87.638758205,0,THEFT,0,0,2
41.857279216,-87.623917855,0,THEFT,0,0,3
41.743049589,-87.66482405,0,BATTERY,6,0,0
41.854968236,-87.623866311,0,MOTOR VEHICLE THEFT,0,0,3
41.69598756,-87.596649418,1,THEFT,5,0,5
41.943791624,-87.74275948,0,DECEPTIVE PRACTICE,3,0,4
41.849363867,-87.681655203,0,MOTOR VEHICLE THEFT,1,0,1
41.911541418,-87.666562685,0,THEFT,0,0,2
41.722460108,-87.576090212,0,ASSAULT,5,0,7
41.883498742,-87.629430089,0,DECEPTIVE PRACTICE,0,0,6
41.892781318,-87.62968444,0,CRIMINAL TRESPASS,0,0,6
41.797995188,-87.67755497,0,DECEPTIVE PRACTICE,7,0,0
41.762943707,-87.562825838,0,BURGLARY,5,0,7
41.798835676,-87.59662791,0,MOTOR VEHICLE THEFT,2,0,3
41.806999742,-87.606511089,1,ASSAULT,2,0,3
41.883432928,-87.614815147,1,WEAPONS VIOLATION,0,0,6
41.797514265,-87.622538319,0,DECEPTIVE PRACTICE,2,0,3
41.910908703,-87.649041307,0,DECEPTIVE PRACTICE,0,0,6
41.845018557,-87.645229684,0,THEFT,0,0,3
41.737327955,-87.717919024,0,MOTOR VEHICLE THEFT,7,0,0
41.756616819,-87.566324661,0,BATTERY,5,0,7
41.882180539,-87.649711469,0,THEFT,0,0,6
41.93521533,-87.785828103,0,THEFT,3,0,4
41.874779384,-87.760601263,0,WEAPONS VIOLATION,3,0,1
41.803056534,-87.586453094,0,OTHER OFFENSE,2,0,3
41.887511065,-87.707188274,0,BATTERY,1,0,1
41.823665846,-87.603072021,0,OTHER OFFENSE,2,0,3
41.91244802,-87.653165399,0,THEFT,0,0,6
41.870258086,-87.745636066,0,BATTERY,1,0,1
41.779153403,-87.65449147,0,CRIMINAL DAMAGE,2,0,0
41.80099297,-87.65504587,1,CRIMINAL TRESPASS,2,0,0
41.925982632,-87.754818847,0,CRIMINAL TRESPASS,3,0,1
41.920119932,-87.640613076,0,THEFT,0,0,2
41.923672617,-87.786301606,0,BURGLARY,3,0,4
41.830125519,-87.693180964,0,SEX OFFENSE,7,0,0
41.858654288,-87.623950378,1,OTHER OFFENSE,0,0,3
41.834042232,-87.674368991,0,THEFT,7,0,0
41.851066372,-87.628846152,1,NARCOTICS,0,0,3
41.93659865,-87.638288379,0,DECEPTIVE PRACTICE,0,0,2
41.909791541,-87.733403544,0,NARCOTICS,1,0,1
41.925453372,-87.713351015,0,CRIMINAL DAMAGE,1,0,1
41.877906167,-87.715797338,0,THEFT,1,0,1
41.903559347,-87.727646835,0,ASSAULT,1,0,1
41.974861952,-87.890372151,0,THEFT,3,1,4
41.920951632,-87.716183492,0,MOTOR VEHICLE THEFT,1,0,1
41.888421661,-87.765143593,0,DECEPTIVE PRACTICE,3,0,1
41.913928135,-87.736234228,0,WEAPONS VIOLATION,1,0,1
41.763460759,-87.704008292,0,CRIMINAL DAMAGE,7,0,0
41.928775278,-87.706531338,0,OTHER OFFENSE,1,0,1
41.91852149,-87.699286775,0,OTHER OFFENSE,1,0,1
41.894945606,-87.754874977,0,CRIMINAL DAMAGE,3,0,1
41.753565586,-87.6554245,0,CRIMINAL SEXUAL ASSAULT,6,0,0
41.967929496,-87.649288171,0,THEFT,4,0,2
41.823559787,-87.637714542,0,DECEPTIVE PRACTICE,2,0,3
41.897684925,-87.754442542,0,ASSAULT,3,0,1
41.867234401,-87.641301791,1,CRIMINAL TRESPASS,0,0,6
41.691615429,-87.696709017,0,CRIMINAL DAMAGE,6,0,0
41.882394062,-87.627844798,0,THEFT,0,0,6
41.771887841,-87.620280838,0,WEAPONS VIOLATION,2,0,3
41.960082378,-87.720453378,0,CRIMINAL DAMAGE,4,0,1
41.994913946,-87.881937669,0,DECEPTIVE PRACTICE,3,1,4
42.004414046,-87.671370225,0,OTHER OFFENSE,4,0,2
41.767245969,-87.57632989,0,BURGLARY,5,0,7
41.899227252,-87.622954198,0,ASSAULT,0,0,6
41.911154228,-87.67747811,0,ASSAULT,4,0,2
41.752152084,-87.665231685,0,OTHER OFFENSE,6,0,0
41.899490038,-87.61886669,0,ASSAULT,0,0,6
41.972482392,-87.807080701,0,CRIMINAL DAMAGE,3,0,4
41.884335468,-87.619164088,0,THEFT,0,0,6
41.751353941,-87.671950106,0,ASSAULT,7,0,0
41.900052344,-87.621475761,0,THEFT,0,0,6
41.778340981,-87.703122242,1,THEFT,7,0,0
41.931585851,-87.6471041,0,MOTOR VEHICLE THEFT,0,0,2
41.761644792,-87.654027281,0,CRIMINAL DAMAGE,6,0,0
41.814981975,-87.634678254,0,THEFT,2,0,3
41.777508938,-87.742263791,0,BURGLARY,7,0,0
41.783276387,-87.623784561,1,WEAPONS VIOLATION,2,0,3
41.799592827,-87.657745237,0,CRIMINAL DAMAGE,2,0,0
41.923629833,-87.791167135,0,ASSAULT,3,0,4
41.682466444,-87.638544407,0,OTHER OFFENSE,6,0,5
41.884456714,-87.67672297,1,NARCOTICS,0,0,1
41.794827853,-87.697492929,0,THEFT,7,0,0
41.794003774,-87.622448757,0,ROBBERY,2,0,3
41.953495995,-87.655475336,0,CRIMINAL DAMAGE,4,0,2
41.706880451,-87.646836537,0,BURGLARY,6,0,5
41.997256691,-87.664182418,0,BURGLARY,4,0,2
41.968256378,-87.7264644,0,BURGLARY,4,0,1
41.687262169,-87.654385648,0,BATTERY,6,0,5
41.831063762,-87.621330678,0,BATTERY,2,0,3
41.830216614,-87.644874539,0,BATTERY,0,0,3
41.789336024,-87.705885752,0,DECEPTIVE PRACTICE,7,0,0
41.936653521,-87.709982522,0,CRIMINAL DAMAGE,1,0,1
41.752365285,-87.650614254,0,CRIMINAL DAMAGE,6,0,5
41.869284939,-87.625191299,0,THEFT,0,0,6
41.749464866,-87.658564262,0,OTHER OFFENSE,6,0,0
41.874133594,-87.670164416,0,ASSAULT,0,0,6
41.702891426,-87.665675956,0,THEFT,6,0,5
41.870146835,-87.666482703,0,THEFT,0,0,6
41.883152958,-87.756387838,0,THEFT,3,0,1
41.988179091,-87.655328202,0,BATTERY,4,0,2
41.826365716,-87.632958477,0,BATTERY,2,0,3
41.919411312,-87.775564802,0,BURGLARY,3,0,4
41.693783016,-87.613403816,0,SEX OFFENSE,6,0,5
41.91144542,-87.747043915,0,ASSAULT,3,0,1
41.740536025,-87.71027433,0,DECEPTIVE PRACTICE,7,0,0
41.916043916,-87.721631784,0,CRIMINAL DAMAGE,1,0,1
41.865213688,-87.727590376,0,CRIMINAL DAMAGE,1,0,1
41.802076636,-87.680568494,1,WEAPONS VIOLATION,7,0,0
41.789249748,-87.621855909,0,BATTERY,2,0,3
41.9959725,-87.737406624,0,THEFT,3,0,4
41.776025923,-87.607088217,0,CRIMINAL DAMAGE,2,0,3
41.882330955,-87.758282756,0,BATTERY,3,0,1
41.969360419,-87.677712426,0,DECEPTIVE PRACTICE,4,0,2
41.837586033,-87.645052435,0,THEFT,0,0,3
41.89488209,-87.627681669,0,MOTOR VEHICLE THEFT,0,0,6
41.825642379,-87.617564012,0,CRIMINAL DAMAGE,2,0,3
41.755089286,-87.645370158,0,BATTERY,6,0,5
41.649302491,-87.559311478,0,CRIMINAL TRESPASS,5,0,7
41.657774851,-87.60474059,1,THEFT,6,0,5
41.92510186,-87.671992307,0,THEFT,4,0,2
41.74089679,-87.560898306,1,OTHER OFFENSE,5,0,7
41.860035905,-87.712801279,0,MOTOR VEHICLE THEFT,1,0,1
41.786429601,-87.654675056,1,PUBLIC PEACE VIOLATION,2,0,0
41.903890702,-87.632045722,0,BATTERY,0,0,6
41.903409445,-87.63143018,1,THEFT,0,0,6
41.890079607,-87.627224029,0,THEFT,0,0,6
41.75842474,-87.741669261,0,ASSAULT,7,0,0
41.742794306,-87.728713041,0,THEFT,7,0,0
41.894228142,-87.718718026,1,NARCOTICS,1,0,1
41.788987036,-87.74147999,1,NARCOTICS,7,0,0
41.909447071,-87.759979208,0,BATTERY,3,0,1
41.881951992,-87.633185359,0,THEFT,0,0,6
41.884453785,-87.651266342,0,THEFT,0,0,6
41.888119752,-87.765135251,0,ASSAULT,3,0,1
41.981433354,-87.8069408,0,BATTERY,3,0,4
41.750667558,-87.611273362,0,BURGLARY,2,0,3
41.865145359,-87.624098901,0,DECEPTIVE PRACTICE,0,0,6
41.890900247,-87.639397357,0,DECEPTIVE PRACTICE,0,0,6
41.984871381,-87.664992577,0,BURGLARY,4,0,2
41.741861624,-87.568519257,0,CRIMINAL DAMAGE,5,0,7
41.903570031,-87.690736024,0,BATTERY,1,0,2
41.786088094,-87.646160869,0,CRIMINAL DAMAGE,2,0,0
41.929743818,-87.684273777,1,THEFT,4,0,2
41.898645649,-87.708919765,0,MOTOR VEHICLE THEFT,1,0,1
41.932848358,-87.642555477,1,BATTERY,0,0,2
41.746685097,-87.605110373,0,BURGLARY,2,0,3
41.80462016,-87.684368169,0,BATTERY,7,0,0
41.966053999,-87.657890403,0,BATTERY,4,0,2
41.909077549,-87.658653025,0,CRIMINAL DAMAGE,0,0,2
41.695588747,-87.619557086,0,BATTERY,6,0,5
41.878305381,-87.699912133,0,ASSAULT,1,0,1
41.866312429,-87.68602818,0,THEFT,1,0,1
41.817718482,-87.72392574,0,THEFT,7,0,0
41.893118593,-87.680758857,0,THEFT,1,0,1
41.767549076,-87.671171624,0,THEFT,7,0,0
41.885347387,-87.627929824,0,DECEPTIVE PRACTICE,0,0,6
41.924753918,-87.772100838,0,OTHER OFFENSE,3,0,4
41.922611595,-87.768371587,0,OTHER OFFENSE,3,0,1
41.789629431,-87.6583999,0,CRIMINAL DAMAGE,2,0,0
41.758612571,-87.60263351,0,BATTERY,2,0,3
41.834690813,-87.613705645,0,MOTOR VEHICLE THEFT,2,0,3
41.714762559,-87.67217887,0,DECEPTIVE PRACTICE,6,0,5
41.793682188,-87.694291825,0,THEFT,7,0,0
41.768069819,-87.567306284,1,BATTERY,5,0,7
41.756111361,-87.615071599,0,CRIMINAL DAMAGE,2,0,3
41.742634492,-87.632018705,0,THEFT,6,0,3
41.901170711,-87.771693958,0,OFFENSE INVOLVING CHILDREN,3,0,1
41.929822507,-87.653763616,0,BURGLARY,0,0,2
41.730529663,-87.59740524,0,ASSAULT,5,0,3
41.722930635,-87.537295946,0,MOTOR VEHICLE THEFT,5,0,7
41.904461469,-87.63293948,0,ASSAULT,0,0,6
41.761096393,-87.618373417,0,BURGLARY,2,0,3
41.694754875,-87.538903034,1,BATTERY,5,0,7
41.781231428,-87.620606304,0,OFFENSE INVOLVING CHILDREN,2,0,3
41.929494816,-87.683916158,0,THEFT,4,0,2
41.891694878,-87.626155832,0,DECEPTIVE PRACTICE,0,0,6
41.917546362,-87.690728102,0,THEFT,1,0,2
41.77944334,-87.612002879,0,BATTERY,2,0,3
41.768797328,-87.584412909,0,BATTERY,5,0,7
41.975141872,-87.764572022,0,BATTERY,3,0,4
41.965426344,-87.655227542,0,BATTERY,4,0,2
41.95548292,-87.746688265,0,MOTOR VEHICLE THEFT,3,0,4
41.870201153,-87.750079139,0,THEFT,1,0,1
41.793702871,-87.69307779,0,ASSAULT,7,0,0
41.890057206,-87.628491342,1,NARCOTICS,0,0,6
41.955262658,-87.665202757,0,BURGLARY,4,0,2
41.768646635,-87.628253023,0,ASSAULT,2,0,3
41.653078323,-87.602429702,0,CRIMINAL DAMAGE,6,0,5
41.748679559,-87.600261574,0,BURGLARY,5,0,3
41.700035618,-87.563189119,0,OFFENSE INVOLVING CHILDREN,5,0,7
41.921753392,-87.652651365,0,THEFT,0,0,2
41.884485451,-87.628783943,0,THEFT,0,0,6
41.751144126,-87.565008216,0,BATTERY,5,0,7
41.680160612,-87.672888264,0,THEFT,6,0,5
41.71119569,-87.535279904,0,BATTERY,5,0,7
41.820248497,-87.616020877,0,MOTOR VEHICLE THEFT,2,0,3
41.770826809,-87.60816597,0,CRIMINAL TRESPASS,2,0,3
41.779620623,-87.653679946,1,BATTERY,2,0,0
41.699772815,-87.631419021,1,INTERFERENCE WITH PUBLIC OFFICER,6,0,5
41.779937987,-87.615616038,0,CRIMINAL DAMAGE,2,0,3
41.831200459,-87.614199733,0,CRIMINAL DAMAGE,2,0,3
41.755090378,-87.653854514,0,CRIMINAL SEXUAL ASSAULT,6,0,5
41.85457228,-87.701262236,0,DECEPTIVE PRACTICE,1,0,1
41.683031177,-87.642085705,0,ROBBERY,6,0,5
41.754592961,-87.741528537,0,MOTOR VEHICLE THEFT,7,0,0
41.875679322,-87.62657476,0,MOTOR VEHICLE THEFT,0,0,6
41.846085023,-87.657531586,0,BURGLARY,0,0,3
41.783432002,-87.615701737,0,BATTERY,2,0,3
41.906187671,-87.72648318,1,BATTERY,1,0,1
41.915401134,-87.793764582,0,THEFT,3,0,4
41.748672129,-87.611222431,0,CRIMINAL DAMAGE,2,0,3
41.768889577,-87.616952562,0,MOTOR VEHICLE THEFT,2,0,3
41.683791957,-87.645387019,1,BATTERY,6,0,5
41.756604794,-87.576095781,0,ROBBERY,5,0,7
41.95386239,-87.64510423,1,BATTERY,4,0,2
41.760183305,-87.557984098,0,CRIMINAL DAMAGE,5,0,7
41.897831506,-87.72493511,0,BATTERY,1,0,1
41.749287997,-87.572282625,0,CRIMINAL DAMAGE,5,0,7
41.930049492,-87.685920733,0,THEFT,4,0,2
41.7469063,-87.60754109,0,THEFT,2,0,3
41.894807608,-87.768499157,0,ROBBERY,3,0,1
41.787887259,-87.587890579,0,OTHER OFFENSE,2,0,3
41.82467357,-87.626413225,0,ASSAULT,2,0,3
42.018755068,-87.690181171,0,THEFT,4,0,2
41.870788794,-87.720121188,0,MOTOR VEHICLE THEFT,1,0,1
41.869284939,-87.625191299,0,THEFT,0,0,6
41.938593119,-87.820212493,0,OTHER OFFENSE,3,0,4
41.809996795,-87.616604776,0,THEFT,2,0,3
41.968661885,-87.685665962,0,ASSAULT,4,0,2
41.923281613,-87.699085317,0,CRIMINAL DAMAGE,1,0,1
41.908612626,-87.725266251,0,CRIMINAL DAMAGE,1,0,1
41.909967734,-87.676825297,1,BATTERY,0,0,2
41.780294584,-87.664239363,1,THEFT,7,0,0
41.890724268,-87.71984241,1,NARCOTICS,1,0,1
41.880366516,-87.6243529,0,THEFT,0,0,6
41.943346744,-87.750214278,0,MOTOR VEHICLE THEFT,3,0,4
41.751597328,-87.576645714,1,PUBLIC PEACE VIOLATION,5,0,7
41.808613105,-87.74073817,0,BATTERY,7,0,0
41.982161273,-87.668500261,0,THEFT,4,0,2
41.974861952,-87.890372151,1,CRIMINAL TRESPASS,3,1,4
41.826524987,-87.608209181,0,CRIMINAL DAMAGE,2,0,3
41.880933953,-87.709360298,0,BATTERY,1,0,1
41.956106188,-87.671068915,0,MOTOR VEHICLE THEFT,4,0,2
41.929534783,-87.744779916,1,BURGLARY,3,0,1
41.846477283,-87.693436378,0,ASSAULT,1,0,1
41.97008868,-87.762690091,0,BATTERY,3,0,4
41.946791948,-87.649470075,0,BATTERY,4,0,2
41.889936436,-87.637486992,0,THEFT,0,0,6
41.902239828,-87.67824157,0,THEFT,0,0,2
41.897358936,-87.641920631,0,ASSAULT,0,0,6
41.923858781,-87.773681415,0,THEFT,3,0,4
41.872946234,-87.63062903,0,THEFT,0,0,6
41.870478742,-87.743177781,0,CRIMINAL TRESPASS,1,0,1
41.69421733,-87.66344428,0,BATTERY,6,0,5
41.784749511,-87.637602555,0,BATTERY,2,0,0
41.891140862,-87.651621241,0,MOTOR VEHICLE THEFT,0,0,6
41.942274395,-87.688252417,0,ASSAULT,4,0,2
41.807067906,-87.603843747,0,THEFT,2,0,3
41.744057705,-87.54546296,0,CRIMINAL DAMAGE,5,0,7
41.692680689,-87.717953018,0,CRIMINAL DAMAGE,7,0,0
41.748218977,-87.648825906,0,CRIMINAL DAMAGE,6,0,5
41.820130198,-87.684743545,0,BURGLARY,7,0,0
41.863873951,-87.708032037,0,BATTERY,1,0,1
41.758868487,-87.576875505,1,THEFT,5,0,7
41.961253689,-87.697657333,0,BATTERY,4,0,1
41.834042232,-87.674368991,0,ASSAULT,7,0,0
41.815117282,-87.669999562,0,MOTOR VEHICLE THEFT,7,0,0
41.993757718,-87.718118198,0,THEFT,4,0,1
41.859981212,-87.642191278,0,CRIMINAL DAMAGE,0,0,6
41.869284939,-87.625191299,0,THEFT,0,0,6
41.91058325,-87.726353375,0,BATTERY,1,0,1
41.717356042,-87.641886495,0,BATTERY,6,0,5
41.779110225,-87.693838907,0,BURGLARY,7,0,0
41.890057206,-87.628491342,0,THEFT,0,0,6
41.880287347,-87.761752861,1,BATTERY,3,0,1
41.799055895,-87.599735388,0,CRIMINAL DAMAGE,2,0,3
41.859359528,-87.661363753,0,THEFT,0,0,6
41.910752373,-87.752689622,0,BURGLARY,3,0,1
41.890264911,-87.635540585,0,MOTOR VEHICLE THEFT,0,0,6
41.770969165,-87.586268228,1,WEAPONS VIOLATION,5,0,7
41.721303358,-87.655873595,0,BATTERY,6,0,5
41.954698652,-87.747338823,0,THEFT,3,0,4
41.903892302,-87.631858359,0,CRIMINAL TRESPASS,0,0,6
41.896671699,-87.628635323,0,THEFT,0,0,6
41.669647271,-87.638030767,0,MOTOR VEHICLE THEFT,6,0,5
41.975099794,-87.679374655,0,CRIMINAL DAMAGE,4,0,2
41.707454354,-87.562086143,0,MOTOR VEHICLE THEFT,5,0,7
41.995190079,-87.785829383,0,MOTOR VEHICLE THEFT,3,0,4
41.883500187,-87.627876698,0,THEFT,0,0,6
41.779769955,-87.605916736,0,ASSAULT,2,0,3
41.750543123,-87.607639382,0,CRIMINAL DAMAGE,2,0,3
41.837775163,-87.726807011,0,BATTERY,1,0,1
41.800692217,-87.684213423,0,BATTERY,7,0,0
41.850703266,-87.672087532,0,BATTERY,0,0,6
41.760284994,-87.61237142,1,WEAPONS VIOLATION,2,0,3
