Hour,Day_Num,Month,Is_Weekend,Is_Night,Crime_Severity_Score,Latitude,Longitude,District,Ward,Beat,Community Area,Arrest,Domestic,PC1,PC2,Primary_Type
9,5,5,1,0,2,41.693883226,-87.681220564,22,19,2212,75,0,1,-0.09361013442822742,1.8009651986469122,WEAPONS VIOLATION
0,5,5,1,1,5,41.924345552,-87.75615283,25,31,2515,19,0,0,3.182286312795098,2.1527504600857634,THEFT
21,3,8,0,1,3,41.866810739,-87.625817031,1,34,131,33,0,0,-0.9397227483402478,-0.5185602787878627,SEX OFFENSE
10,2,8,0,0,5,41.897386739,-87.659991882,12,27,1213,24,0,0,0.6514858199882966,-0.8876544280434112,THEFT
1,4,2,0,1,3,41.756115887,-87.605326291,6,8,624,69,0,0,-2.3396119907338093,0.13340920209156684,THEFT
10,5,12,1,0,6,41.751214876,-87.571098146,4,7,414,46,0,1,-2.7143395788231084,1.9552670344674197,OTHER OFFENSE
16,4,7,0,0,5,41.893561333,-87.722841702,11,37,1122,23,0,0,1.1921745336585912,-0.26021705979474047,MOTOR VEHICLE THEFT
13,4,8,0,0,3,41.963070794,-87.655984213,19,46,1913,3,1,0,2.8255497868706096,-0.3951873995580624,ROBBERY
16,5,8,1,0,3,41.722926929,-87.635969436,22,9,2223,73,0,0,-0.3295280427064024,1.5143177408564386,OTHER OFFENSE
8,3,11,0,0,6,41.946221444,-87.708253555,17,35,1733,21,0,0,2.0617092252209477,-0.45637284721643934,DECEPTIVE PRACTICE
17,6,11,1,0,6,41.832337226,-87.621793581,2,3,211,35,0,0,-2.043660199407461,1.9760144552575523,OTHER OFFENSE
19,4,10,0,0,6,41.751603195,-87.5762865,4,8,414,43,0,0,-2.4553017598393256,-0.2584557222543011,BATTERY
12,3,12,0,0,6,41.854297534,-87.73291301,10,24,1012,29,0,1,0.21583747869149575,-0.25038664459701326,WEAPONS VIOLATION
7,3,11,0,0,6,41.899261233,-87.699561823,12,26,1211,24,0,1,0.647944391085014,-0.2000995050407577,CRIMINAL DAMAGE
21,2,6,0,1,6,41.758047045,-87.563928972,4,7,421,43,0,1,-2.6978023554141912,-0.4025136950753564,ASSAULT
20,0,9,0,1,3,41.736801203,-87.561145235,4,7,423,46,0,0,-2.6192916188794033,-1.5205106391528653,BATTERY
12,3,10,0,0,3,41.904370109,-87.631460067,18,2,1821,8,0,0,0.857114395621576,-0.6996440660517508,BATTERY
18,6,1,1,0,5,41.759722828,-87.604174965,3,6,323,69,0,0,-2.779437358072643,1.9506834348329791,ASSAULT
2,2,1,0,1,6,41.903113054,-87.643199348,18,27,1822,8,1,0,1.574049365363789,-0.3975710996088762,NARCOTICS
1,6,1,1,1,3,41.887723159,-87.655139133,12,27,1214,28,0,1,0.44420449370895176,2.5730462405917613,THEFT
19,2,10,0,0,6,41.788133283,-87.699253166,8,14,824,63,1,1,-1.392566675284951,-0.6690604778702549,WEAPONS VIOLATION
18,4,11,0,0,3,41.894128411,-87.62472227,18,42,1834,8,0,0,1.9837621182280427,-0.4583252595314549,MOTOR VEHICLE THEFT
6,1,3,0,0,6,41.83893231,-87.665779349,9,12,913,31,0,0,-0.5786193654357461,-1.0824837363164768,THEFT
21,0,11,0,1,6,41.814176534,-87.619723936,2,3,215,38,0,0,-2.2505200389561097,-1.3399414283465012,THEFT
14,6,7,1,0,6,41.845172736,-87.695225703,10,24,1033,30,0,0,0.1688821327708906,2.045483978480513,CRIMINAL DAMAGE
10,0,7,0,0,6,41.903989049,-87.762235796,25,37,2532,25,0,1,2.9789025386903343,-1.2214599527023824,BURGLARY
17,2,6,0,0,3,41.918431595,-87.690032129,14,1,1431,22,0,0,0.5075919993102163,-1.0724123054218848,SEX OFFENSE
11,2,6,0,0,6,41.905743783,-87.659668967,14,27,1433,24,0,0,0.9281724179279577,-0.8261415772031193,ASSAULT
0,1,10,0,1,2,41.895493662,-87.642054613,18,42,1831,8,0,0,2.0873677037280096,-1.0070415458325237,CRIMINAL TRESPASS
9,2,8,0,0,6,41.909980772,-87.717824829,25,26,2535,23,0,1,2.4709418489873824,-0.5357021745475431,CRIMINAL DAMAGE
19,4,3,0,0,3,41.926790694,-87.705433635,14,35,1414,22,0,0,1.6630055346502477,-0.4158884801074861,OTHER OFFENSE
3,6,4,1,1,3,41.891990384,-87.611461502,18,42,1834,8,0,0,1.924639172244596,2.273534023764984,CONCEALED CARRY LICENSE VIOLATION
0,0,10,0,1,3,41.904322972,-87.679733749,14,1,1424,24,0,0,0.3071800903387114,-1.2507430874880603,MOTOR VEHICLE THEFT
19,5,3,1,0,6,41.891583724,-87.634446444,18,42,1831,8,0,0,1.9693633917124682,1.6245546920795313,THEFT
17,3,4,0,0,6,41.881776822,-87.620767948,1,42,114,32,0,0,-0.7221657978550627,-0.5814650649501919,ASSAULT
10,1,10,0,0,6,41.969408346,-87.649702583,20,46,2024,3,0,1,2.671037928210961,-0.9502712600147781,ASSAULT
17,3,5,0,0,3,41.906187671,-87.72648318,25,36,2534,23,0,0,3.0764713376555037,-0.7190801299076218,OTHER OFFENSE
15,6,9,1,0,6,41.880257779,-87.735464519,11,28,1113,26,1,0,0.8667221119757865,2.0224010800689,BURGLARY
13,2,4,0,0,3,41.739727015,-87.604910522,6,6,632,44,1,0,-2.0690969828535866,-1.0366177399369378,THEFT
19,4,5,0,0,6,41.989243821,-87.702999462,20,40,2011,2,1,0,3.0919007178961757,-0.2482479888289179,CRIMINAL DAMAGE
17,1,2,0,0,5,41.903525246,-87.730031219,25,37,2534,23,0,0,3.046784663689027,-1.263349065460045,THEFT
8,2,3,0,0,6,41.812125515,-87.618231735,2,3,215,38,0,1,-2.403099084264908,-0.5352658458192913,ASSAULT
9,4,4,0,0,6,41.817893778,-87.623065054,2,3,213,38,0,1,-2.3415050661387546,0.1351364149890049,CRIMINAL DAMAGE
9,2,3,0,0,3,41.775222974,-87.660453671,7,16,725,67,0,0,-1.5320122769807913,-0.9574131342977544,THEFT
19,5,1,1,0,3,41.903304304,-87.670064675,14,1,1424,24,0,0,0.32795629606064913,1.4715215621497137,BATTERY
12,5,2,1,0,3,41.968848073,-87.67211365,20,47,2032,3,0,0,3.146146920365982,1.5218952981682494,BATTERY
18,6,6,1,0,2,41.747639564,-87.695005161,8,18,835,70,0,0,-1.2678741067518549,1.7666093500567366,OTHER OFFENSE
15,2,1,0,0,6,41.78210152,-87.586502002,3,5,314,42,0,0,-2.436325018623559,-0.8610124271263677,HOMICIDE
8,2,2,0,0,3,41.778309875,-87.699463599,8,15,823,66,1,0,-1.1839859173152265,-0.9375008826465503,DECEPTIVE PRACTICE
12,1,8,0,0,6,41.781241731,-87.615649164,3,20,311,40,0,0,-1.816140275007428,-1.1933797777223465,ASSAULT
13,4,3,0,0,3,41.939300241,-87.711739358,17,35,1733,21,0,0,2.1641241152542805,-0.3375977894738997,OTHER OFFENSE
9,3,8,0,0,3,41.778519916,-87.673885487,7,16,726,67,0,0,-1.445828102772637,-0.6295980576331248,CRIMINAL DAMAGE
0,3,7,0,1,3,41.784493498,-87.699098366,8,15,823,66,0,0,-1.1793520410483314,-0.1929559804575249,ASSAULT
2,1,2,0,1,5,41.984567255,-87.656642821,20,48,2022,77,1,0,1.8542743078800932,-0.797853317857715,MOTOR VEHICLE THEFT
0,5,8,1,1,3,41.885342444,-87.710092279,11,28,1123,27,0,1,0.645844591767084,2.2310699320336598,THEFT
0,0,7,0,1,3,41.903933222,-87.629128536,18,2,1824,8,0,0,0.8200440021207951,-1.2560338801562556,THEFT
11,5,3,1,0,3,41.809803372,-87.64556634,9,15,925,61,1,0,-1.085989319065482,1.5552145441307392,ASSAULT
16,0,6,0,0,5,41.880933953,-87.709360298,11,28,1124,27,1,0,0.7072280787199905,-1.6331016820434383,ARSON
17,4,10,0,0,3,41.91007391,-87.653106106,18,27,1822,8,1,0,1.7679980293385553,-0.4359902113692918,CRIMINAL DAMAGE
11,0,8,0,0,5,41.80859321,-87.665577234,9,15,924,61,1,0,-1.097172178201992,-1.5673227398877994,THEFT
12,5,6,1,0,3,41.7211947,-87.664024973,22,19,2213,73,0,0,0.11545282330931925,1.5741519375717064,BURGLARY
17,3,5,0,0,5,41.740508884,-87.589450093,4,8,412,45,0,0,-2.434160542999725,-0.6166597288206924,THEFT
21,0,6,0,1,6,41.902940868,-87.695032866,14,26,1423,24,0,0,1.0565609789873835,-1.3106157964394818,NARCOTICS
15,5,4,1,0,3,41.855520321,-87.621727544,1,3,132,33,0,0,-1.9028299054564943,1.4857612981820707,OTHER OFFENSE
12,6,11,1,0,6,41.924409158,-87.636531938,18,43,1814,7,0,0,2.1672704360557264,2.0200234964720125,BATTERY
12,4,7,0,0,6,41.871385188,-87.720288053,11,24,1133,26,0,1,0.4331378871531594,0.10588629214958968,CRIMINAL DAMAGE
14,6,1,1,0,6,41.872997277,-87.633595189,1,34,123,32,0,0,-0.8911611693120556,2.0299345461312597,DECEPTIVE PRACTICE
6,0,12,0,0,3,41.669310172,-87.544186332,4,10,433,55,0,0,-3.0996541401841275,-1.6684399994255013,CRIMINAL DAMAGE
18,3,2,0,0,3,41.877580603,-87.753904313,15,28,1533,25,0,0,1.5617463317941536,-0.7163115695664761,THEFT
19,5,8,1,0,6,41.73321353,-87.666637005,22,18,2221,71,0,0,0.10038849285844087,1.6736411444758144,THEFT
17,6,11,1,0,6,41.793860516,-87.684491388,9,15,923,63,0,0,-1.0911232161473368,2.011279662227711,CRIMINAL DAMAGE
12,5,6,1,0,3,41.771823924,-87.655510895,7,17,724,67,0,0,-1.5187947574992637,1.5462403411999297,OTHER OFFENSE
10,3,3,0,0,3,41.777450272,-87.634983111,7,6,722,68,0,0,-1.9769961545489758,-0.6288467080703519,OTHER OFFENSE
20,0,2,0,1,5,41.725803425,-87.662786572,22,21,2221,73,1,0,0.09180472125094982,-1.3175110447686884,DECEPTIVE PRACTICE
23,4,3,0,1,3,41.684475882,-87.633664719,5,21,522,53,0,0,-2.014459429999307,-0.14048377966805223,CRIMINAL DAMAGE
14,1,10,0,0,3,41.779723151,-87.646463474,7,16,712,68,0,0,-1.6285867488720387,-1.3926852429687846,THEFT
18,0,2,0,0,3,41.886526978,-87.697399756,12,27,1222,27,0,0,0.8326191850114566,-1.7654340534270299,MOTOR VEHICLE THEFT
17,2,10,0,0,5,41.709928453,-87.621423777,5,9,511,49,0,0,-2.3336264081497977,-0.96319788923402,THEFT
14,6,5,1,0,3,41.850656285,-87.623748793,1,3,131,33,0,0,-1.9147212781981071,1.8383176377529675,DECEPTIVE PRACTICE
10,5,7,1,0,3,41.802896506,-87.606425428,2,20,223,38,0,0,-1.7097946047031873,1.5305507988946705,BURGLARY
18,6,7,1,0,3,41.88171846,-87.627760426,1,34,112,32,0,0,-0.8021409601153975,1.7612237550858987,DECEPTIVE PRACTICE
22,0,3,0,1,6,41.803365964,-87.622682706,2,3,224,38,0,0,-2.266089483519684,-1.3202215039899163,THEFT
18,2,7,0,0,6,41.890011876,-87.711883222,11,27,1121,23,0,1,0.6044453765275597,-0.6612789542206142,OTHER OFFENSE
20,4,6,0,1,6,42.019381225,-87.672392642,24,49,2422,1,0,1,3.6841317477816666,0.28714328056617555,OTHER OFFENSE
21,5,3,1,1,6,41.761885494,-87.663708574,7,17,734,67,0,1,-1.7837575965654775,2.199055323770081,ASSAULT
1,1,7,0,1,7,41.7211947,-87.664024973,22,19,2213,73,1,0,-0.06552715527171435,-0.6273594558962777,THEFT
14,5,11,1,0,6,41.75102918,-87.561370525,4,7,422,46,0,0,-2.59354982512579,1.6648342373932468,CRIMINAL DAMAGE
20,1,5,0,1,2,41.762448345,-87.651621652,7,17,733,68,0,1,-1.7799689062660133,-0.9546855089412006,CRIMINAL TRESPASS
12,4,2,0,0,3,41.909519098,-87.661414728,14,27,1433,24,0,0,1.0694980653748423,-0.33175934057312684,CRIMINAL DAMAGE
17,4,1,0,0,6,41.868737455,-87.6258582,1,4,123,32,0,0,-1.8864269449510942,-0.20279881027094734,OTHER OFFENSE
19,0,9,0,0,7,41.80950879,-87.608371773,2,4,223,38,0,0,-2.3175950743592146,-1.5597535483036138,BATTERY
3,2,6,0,1,6,41.785819005,-87.734381042,8,13,813,62,0,1,-1.2422706669645533,-0.12300289726374779,NARCOTICS
12,2,8,0,0,3,41.760067375,-87.556666012,4,7,421,43,0,0,-2.4591310908469173,-1.0503999285330372,THEFT
20,1,6,0,1,6,41.818652143,-87.605678644,2,4,214,36,1,1,-2.3950938188215,-0.7392791364063886,OTHER OFFENSE
15,0,7,0,0,4,41.87014181,-87.697037158,11,28,1135,27,1,0,0.6206299980174396,-1.6916987208328647,NARCOTICS
22,6,3,1,1,6,41.880383967,-87.754198462,15,28,1533,25,0,0,1.5018052204449541,2.2912775726739016,CRIMINAL DAMAGE
0,5,7,1,1,6,41.784474741,-87.664342569,7,16,714,67,0,0,-1.5568222083523984,2.1998868163121803,WEAPONS VIOLATION
9,4,5,0,0,6,41.782736685,-87.772901026,8,13,812,64,1,1,-1.0474196773772226,0.18259868737537563,NARCOTICS
19,1,6,0,0,3,41.755214761,-87.661941772,6,17,612,71,0,0,-1.799709426579128,-1.432960298481709,OTHER OFFENSE
16,0,2,0,0,6,41.731950831,-87.637425221,22,21,2223,71,0,0,-0.00819148698123539,-1.516544165703309,BATTERY
3,1,6,0,1,7,41.779020199,-87.791052371,8,13,812,64,0,0,-0.8620218122151714,-0.6244611253614063,BATTERY
12,4,7,0,0,3,41.889453169,-87.627994833,18,42,1831,8,0,0,1.9827807764107583,-0.36773932003442306,BATTERY
19,6,4,1,0,6,41.77255742,-87.574023883,3,5,331,43,0,1,-2.693850893269679,2.2144175586816695,OTHER OFFENSE
23,5,9,1,1,3,41.90516817,-87.634526065,18,2,1821,8,0,0,0.9001456702279862,1.6931251039845008,THEFT
9,1,10,0,0,3,41.755683188,-87.615061714,6,6,623,69,0,0,-2.361898972920035,-1.3330276880615608,CRIMINAL DAMAGE
10,0,11,0,0,2,41.921462031,-87.748690252,25,26,2522,19,0,0,3.0375997381959974,-1.7389803117133793,BATTERY
19,4,5,0,0,3,41.816336779,-87.600624065,2,4,222,39,0,0,-2.1904831903068085,-0.4348751212689744,THEFT
23,4,12,0,1,6,41.903804161,-87.728797986,25,37,2534,23,0,1,2.823418820791536,0.2729437899214905,OTHER OFFENSE
19,2,3,0,0,2,41.80323639,-87.725900508,8,14,815,57,0,0,-0.7706433819501838,-1.1300609346508526,ASSAULT
9,3,10,0,0,3,41.909893864,-87.725724339,25,26,2535,23,0,0,2.7778297272664596,-0.6339031092477438,OTHER OFFENSE
22,5,6,1,1,5,41.93633827,-87.650691714,19,44,1933,6,0,0,2.5180551263435578,1.8244268573163194,BURGLARY
21,4,1,0,1,6,41.653588541,-87.618539006,5,9,533,54,0,1,-2.883975181675859,0.3335937156963172,THEFT
8,6,5,1,0,7,41.886762429,-87.650466894,12,27,1214,28,0,0,0.46069599286940516,2.1738593467412173,CRIMINAL DAMAGE
23,3,7,0,1,3,41.736273339,-87.625331716,6,21,622,44,0,0,-1.542053630410272,-0.5082626996142469,ASSAULT
13,4,11,0,0,6,41.916412734,-87.702059605,14,26,1421,22,0,0,1.2118380698628688,-0.17245557644456566,DECEPTIVE PRACTICE
18,6,5,1,0,4,41.901788359,-87.723835955,11,37,1112,23,1,0,1.3015107333076394,1.858966215970346,MOTOR VEHICLE THEFT
13,2,9,0,0,4,41.87559834,-87.745087774,11,28,1131,25,1,0,0.9495331375753361,-0.9756046185521398,ASSAULT
11,1,1,0,0,6,41.723029182,-87.643818418,22,21,2223,73,0,0,-0.04499398597809514,-1.1045930944180935,BATTERY
11,4,7,0,0,3,41.737750767,-87.604855911,6,6,632,44,0,0,-2.0804024397354013,-0.32816263547351815,ASSAULT
5,1,3,0,1,3,41.938117825,-87.798446744,16,36,1632,17,1,0,2.584155408786246,-0.9400746192494994,THEFT
13,3,11,0,0,3,41.806671065,-87.615339745,2,3,223,38,0,0,-2.1889226953169634,-0.7203786572366663,CRIMINAL DAMAGE
1,2,3,0,1,6,41.742963833,-87.614701485,6,6,632,44,0,1,-2.279123379986846,-0.12367703156245739,BATTERY
0,5,7,1,1,6,41.759211302,-87.626395443,7,6,731,69,0,0,-2.217816283845054,2.197586181052279,CRIMINAL DAMAGE
21,3,5,0,1,2,41.870954857,-87.706655951,11,24,1134,27,0,0,0.6241530341523742,-0.5317362140874476,OTHER OFFENSE
18,1,1,0,0,3,41.906600961,-87.65054206,18,27,1822,8,0,0,1.7391394863105047,-1.4343850147618324,CRIMINAL TRESPASS
20,0,10,0,1,5,41.69163185,-87.633909376,22,21,2233,49,0,0,0.13440419710454257,-1.3520830955884144,THEFT
21,2,7,0,1,5,41.749633297,-87.71788946,8,18,833,70,0,0,-1.2789251180699903,-0.6567214859110313,OTHER OFFENSE
18,3,5,0,0,3,41.89371269,-87.622728826,18,42,1834,8,0,0,1.9784980669838022,-0.7792286089281009,THEFT
3,5,5,1,1,3,41.890013524,-87.631664996,18,42,1831,8,0,0,2.0190917390083514,1.9332563881472353,THEFT
13,4,9,0,0,6,41.880933953,-87.709360298,11,28,1124,27,0,1,0.515045314210495,0.0797506783307435,OTHER OFFENSE
15,5,10,1,0,5,41.930739415,-87.758851443,25,31,2514,19,0,0,3.236621518615072,1.6355804652423274,OTHER OFFENSE
11,5,12,1,0,5,41.807870583,-87.664953849,9,20,933,61,0,0,-0.9171205874616951,1.663258401749897,BURGLARY
11,1,7,0,0,3,41.800710055,-87.66719579,9,16,932,61,0,0,-1.025558618573768,-1.3401725967162976,OTHER OFFENSE
16,3,12,0,0,3,41.95345862,-87.6450424,19,46,1925,6,0,0,2.6610076718964484,-0.7820812056513922,ASSAULT
15,5,6,1,0,3,41.900775673,-87.626621327,18,42,1833,8,0,0,2.061288039641156,1.4653600286181911,OTHER OFFENSE
20,0,10,0,1,3,41.942470492,-87.81163913,16,38,1631,17,0,0,2.7226241827270345,-1.4829460916915236,ASSAULT
11,3,7,0,0,3,41.890732628,-87.637999874,18,42,1831,8,0,0,2.0403525021050486,-0.6953234220217852,THEFT
3,3,1,0,1,3,41.878744874,-87.677016454,12,27,1225,28,0,0,0.6625961919703616,-0.2395917925118762,THEFT
16,0,3,0,0,3,41.873619261,-87.711656513,11,24,1133,27,0,0,0.6354710257642713,-1.738291063443675,ASSAULT
14,5,12,1,0,3,41.792813551,-87.69255491,8,15,824,63,0,0,-1.0883032420707095,1.5090038972579667,OTHER OFFENSE
17,6,6,1,0,2,41.793154665,-87.728650707,8,13,813,62,0,0,-0.8869432986812835,1.7841672165923246,CRIMINAL DAMAGE
11,6,8,1,0,3,41.913518331,-87.673875425,14,32,1434,24,0,0,1.3267717138114303,1.8694626140008588,THEFT
8,1,6,0,0,2,41.761474196,-87.619992958,3,6,323,69,0,1,-2.8101652468004987,-1.1314028826053917,OTHER OFFENSE
9,1,3,0,0,3,41.763091292,-87.628108584,7,6,731,69,0,0,-2.1069468879802353,-1.3023039825653706,OTHER OFFENSE
12,0,5,0,0,3,41.972849449,-87.780659072,16,45,1622,11,0,0,3.0249549298161695,-1.6973843637935466,BATTERY
15,3,5,0,0,3,41.868385458,-87.639229711,1,28,124,28,0,0,-0.944154914055555,-0.7409690035013798,BATTERY
9,5,11,1,0,3,41.8865745,-87.765086511,15,37,1523,25,0,0,1.9416621621639096,1.5692484868004835,ASSAULT
0,5,2,1,1,3,41.803502602,-87.603766824,2,4,222,39,0,0,-2.2257500384553333,1.9946710466155344,ASSAULT
14,5,9,1,0,3,41.812610526,-87.723765071,8,14,821,57,0,0,-0.743834446589332,1.5259900980036925,ROBBERY
10,2,7,0,0,2,41.76483741,-87.618460178,3,6,323,69,0,0,-2.631310043055663,-1.0597351652175258,BATTERY
0,3,8,0,1,3,41.967764683,-87.768866346,16,45,1622,15,0,0,2.858946397653966,-0.22022067876540338,OTHER OFFENSE
13,2,5,0,0,6,41.844000177,-87.628442902,1,3,133,35,0,1,-2.25427073829714,-0.6070424553349559,NARCOTICS
10,0,7,0,0,6,41.800814456,-87.704211405,8,14,822,63,0,0,-1.1432015813481449,-1.4648861701840319,CRIMINAL DAMAGE
19,6,4,1,0,6,41.960778173,-87.742731337,17,39,1722,16,1,0,2.575528091747456,1.9832462214968336,BURGLARY
20,0,3,0,1,3,41.939680604,-87.669864264,19,32,1931,6,0,0,2.306480561779181,-1.496059991871236,OTHER OFFENSE
12,6,1,1,0,6,41.707246223,-87.618164684,5,9,512,49,1,0,-2.339061122931017,2.0836681739854144,THEFT
9,1,3,0,0,3,41.697365224,-87.618376694,5,9,513,49,0,0,-2.341539327396904,-1.3099043122029628,THEFT
22,0,10,0,1,6,41.942257928,-87.669951491,19,32,1922,6,1,0,2.208034415610008,-1.3623939715404483,THEFT
23,6,8,1,1,5,41.754592961,-87.741528537,8,18,833,65,0,0,-1.005100987496068,2.216153065282593,OTHER OFFENSE
17,0,1,0,0,4,41.761594477,-87.642368417,7,6,732,68,1,0,-2.044750067484926,-1.6768139688774033,DECEPTIVE PRACTICE
16,1,12,0,0,3,41.962176527,-87.696313481,17,40,1724,14,0,0,2.420569913252211,-1.4493949860379003,NARCOTICS
20,1,3,0,1,6,41.770671937,-87.572755746,3,5,331,43,0,1,-2.7631673268439543,-0.7204733974660746,THEFT
18,1,7,0,0,7,41.878482858,-87.732951053,11,28,1115,26,0,0,0.773251939159482,-1.1732514189067615,OTHER OFFENSE
13,1,2,0,0,3,41.86821682,-87.6304532,1,34,123,32,1,0,-0.8788398104156747,-1.4044262056197205,OTHER OFFENSE
20,0,7,0,1,3,41.781846994,-87.594673855,3,20,314,42,0,0,-1.8774914023600755,-1.5177818579365252,BURGLARY
12,3,1,0,0,5,41.880634757,-87.654670619,12,34,1232,28,0,0,0.714814381911212,-0.5455604446859078,DECEPTIVE PRACTICE
14,3,7,0,0,3,41.788987036,-87.74147999,8,13,813,56,0,0,-0.8080207585459317,-0.6693526666403586,DECEPTIVE PRACTICE
13,4,5,0,0,6,41.768260855,-87.621765291,3,6,322,69,0,1,-2.877519037529035,0.0976104223017162,CRIMINAL DAMAGE
15,0,6,0,0,6,41.831934064,-87.616976544,2,4,211,35,1,0,-2.0764803208750933,-1.573823726692192,MOTOR VEHICLE THEFT
21,3,6,0,1,2,41.953641789,-87.728227991,17,45,1732,16,0,1,2.552516986727932,-0.3040910427205271,OTHER OFFENSE
0,0,5,0,1,4,41.997115698,-87.673483929,24,40,2433,77,1,0,2.3009039619113163,-1.1784268656635908,MOTOR VEHICLE THEFT
7,2,2,0,0,3,41.878521427,-87.751101417,15,28,1533,25,0,0,1.5429038897325968,-0.9241840610477252,ASSAULT
12,0,6,0,0,7,41.772309226,-87.732354834,8,13,833,65,0,0,-1.2142436108957617,-1.4082868459391198,THEFT
16,2,12,0,0,3,41.974511732,-87.73560616,17,39,1712,14,0,0,2.6683235780229033,-1.0954817702697648,WEAPONS VIOLATION
21,5,12,1,1,6,41.792444394,-87.736618631,8,13,813,62,0,0,-1.0016563399104004,1.943884190216217,BURGLARY
19,0,10,0,0,3,41.958429921,-87.708156318,17,33,1724,16,0,0,2.225680346662595,-1.8131138979373032,OTHER OFFENSE
8,1,6,0,0,3,41.760902246,-87.559602826,3,7,334,43,0,0,-2.55760898550436,-1.3367011305843122,BATTERY
13,5,8,1,0,6,41.938759531,-87.670509666,19,32,1931,6,0,0,2.2525525260042243,1.692125378100334,OTHER OFFENSE
1,6,2,1,1,6,41.780542283,-87.669091108,7,15,714,67,1,1,-1.7300500374625816,2.784276940239079,OTHER OFFENSE
15,5,7,1,0,6,41.753627233,-87.640456521,6,17,621,71,0,1,-2.1504029893570205,1.9388794057902536,THEFT
13,3,6,0,0,2,41.864688135,-87.652386925,12,28,1232,28,0,1,0.35946954959201716,-0.5244134676616135,BATTERY
0,3,4,0,1,3,41.808728227,-87.613856907,2,3,223,38,0,1,-2.357422840893138,0.020935991637505137,THEFT
19,6,2,1,0,3,41.903304304,-87.670064675,14,1,1424,24,0,0,0.3302191593371746,1.8106052686860525,OTHER OFFENSE
16,4,5,0,0,3,41.884187759,-87.653608441,12,27,1224,28,0,0,0.5723013086471705,-0.39327079250318736,OTHER OFFENSE
11,4,1,0,0,5,41.773136429,-87.696900691,8,15,831,66,0,0,-1.274182810491236,-0.14683509225376096,BATTERY
17,5,5,1,0,3,41.887154215,-87.624545946,1,42,114,32,0,0,-0.5513606962928543,1.4321592476313738,OTHER OFFENSE
14,0,11,0,0,6,42.019380207,-87.672216008,24,49,2422,1,0,0,3.834291580808936,-1.5839734783565904,BATTERY
10,0,10,0,0,6,42.013113175,-87.674720578,24,49,2424,1,0,0,3.8187052416867866,-1.5293743361279402,NARCOTICS
20,5,4,1,1,3,41.785373819,-87.6085264,3,20,313,42,0,0,-1.7348988608184266,1.7366142020722939,OTHER OFFENSE
16,6,1,1,0,6,41.7330773,-87.547000358,4,10,424,46,0,0,-2.647064500947758,2.016284051246671,OTHER OFFENSE
0,6,5,1,1,6,41.77214496,-87.60700369,3,6,321,42,0,1,-2.493483253446356,2.767685289743462,THEFT
9,6,1,1,0,6,41.750940757,-87.625185222,6,6,623,44,1,0,-1.95820673807697,2.1194976989697327,BURGLARY
19,6,8,1,0,2,41.912829307,-87.78153721,25,29,2513,25,1,0,3.2235425822397517,1.7453527568682545,WEAPONS VIOLATION
0,6,4,1,1,3,41.93152224,-87.747587755,25,31,2521,19,0,0,3.2444172138957645,2.3666554624474365,MOTOR VEHICLE THEFT
4,6,3,1,1,3,42.000140126,-87.709366952,24,50,2412,2,0,0,4.0942663611400025,2.2839188211414836,THEFT
7,1,10,0,0,6,41.908430535,-87.638509526,18,27,1821,8,0,0,1.5631213141188702,-1.1420016827254476,CRIMINAL DAMAGE
17,6,4,1,0,2,41.730360423,-87.661152866,22,21,2221,73,0,0,0.2526041582205978,1.7950999475858502,ASSAULT
22,0,1,0,1,2,41.973035024,-87.650892061,20,48,2024,3,0,0,3.0560205212669396,-1.5961714820467414,THEFT
19,6,10,1,0,5,41.9116839,-87.745917518,25,37,2533,25,0,0,3.169969268620626,1.9259585934736694,OTHER OFFENSE
1,6,9,1,1,3,41.714523957,-87.565810776,4,7,431,51,0,0,-2.7407943561595887,2.3020208160938505,ASSAULT
21,1,5,0,1,6,41.936013559,-87.752798667,25,31,2521,19,0,0,3.16332200000987,-0.9407369675880548,CRIMINAL DAMAGE
16,1,7,0,0,3,41.893469034,-87.632648229,18,42,1832,8,0,0,2.0179612150916673,-1.4446633954959933,MOTOR VEHICLE THEFT
9,3,2,0,0,3,41.807274898,-87.734581038,8,14,815,57,0,0,-0.730751962428104,-0.5930463283142191,THEFT
18,6,7,1,0,3,41.859986969,-87.733549927,10,24,1012,29,0,0,0.5567960718428793,1.811555280837372,THEFT
10,0,10,0,0,6,41.96412846,-87.666492654,19,46,1913,3,1,1,2.6040912749198766,-1.297940440261285,CRIMINAL DAMAGE
16,5,12,1,0,6,41.722574068,-87.566788269,4,7,431,51,0,0,-2.7828265254808358,1.6428745042185513,OTHER OFFENSE
12,6,5,1,0,7,41.770522707,-87.616996711,3,6,322,69,0,0,-2.7281001522014727,2.141923349836558,CRIMINAL TRESPASS
14,1,12,0,0,3,41.77212509,-87.66948956,7,16,726,67,0,0,-1.5176036207719499,-1.392685210937477,CRIMINAL DAMAGE
19,3,9,0,0,3,41.707535018,-87.600839053,5,8,511,50,0,0,-2.435943249031307,-0.7757403830509679,THEFT
10,0,9,0,0,2,41.843016958,-87.61722727,1,4,133,35,0,1,-2.1820712250478946,-1.5332220410104003,MOTOR VEHICLE THEFT
20,4,8,0,1,5,41.975368669,-87.745851197,17,39,1712,14,0,0,2.67117096475989,0.0013679839162923486,ARSON
16,3,3,0,0,2,41.782118528,-87.612361545,3,20,313,42,0,0,-1.7135812283777119,-0.797480789381404,BATTERY
