Latitude,Longitude,Arrest,Primary Type,KMeans_Geo,DBSCAN_Geo,Hierarchical_Geo,Crime_Severity_Score
41.806719776,-87.60650325,1,OTHER OFFENSE,2,0,3,2
41.845361703,-87.702608078,1,OTHER OFFENSE,1,0,1,2
41.969046206,-87.658064717,1,CRIMINAL TRESPASS,4,0,2,3
41.655807163,-87.596134104,0,OTHER OFFENSE,6,0,5,2
41.917177276,-87.725765481,1,WEAPONS VIOLATION,1,0,1,5
41.853676611,-87.622239838,0,THEFT,0,0,3,3
42.003480664,-87.665151053,1,BATTERY,4,0,2,6
42.011438423,-87.673148252,0,THEFT,4,0,2,3
41.884335468,-87.619164088,0,ASSAULT,0,0,6,6
41.969035858,-87.659105472,0,DECEPTIVE PRACTICE,4,0,2,3
41.669647271,-87.638030767,0,MOTOR VEHICLE THEFT,6,0,5,5
41.746852111,-87.587086572,0,OFFENSE INVOLVING CHILDREN,5,0,7,5
41.86821682,-87.6304532,0,THEFT,0,0,6,3
41.876417008,-87.626045226,0,BATTERY,0,0,6,6
41.893117779,-87.639428446,0,DECEPTIVE PRACTICE,0,0,6,3
41.687148085,-87.671524437,0,OTHER OFFENSE,6,0,5,2
41.740918989,-87.631967753,0,THEFT,6,0,3,3
41.889056178,-87.657350631,0,BURGLARY,0,0,6,5
41.729900372,-87.564993978,0,THEFT,5,0,7,3
41.914118277,-87.746501414,0,ROBBERY,3,0,1,7
41.974031676,-87.659806667,0,SEX OFFENSE,4,0,2,7
41.916929273,-87.746677743,0,CRIMINAL DAMAGE,3,0,1,3
41.985534487,-87.660126814,0,THEFT,4,0,2,3
41.765166438,-87.579349066,0,DECEPTIVE PRACTICE,5,0,7,3
41.831478244,-87.646126931,0,CRIMINAL TRESPASS,0,0,3,3
41.963070794,-87.655984213,0,THEFT,4,0,2,3
41.895969571,-87.673505042,0,MOTOR VEHICLE THEFT,0,0,2,5
41.881498415,-87.683961731,0,THEFT,1,0,1,3
41.945399848,-87.799970169,0,THEFT,3,0,4,3
41.80425807,-87.670933161,0,ASSAULT,7,0,0,6
41.862218265,-87.639087164,0,THEFT,0,0,6,3
41.890986027,-87.62113571,0,DECEPTIVE PRACTICE,0,0,6,3
41.835686337,-87.620644613,0,THEFT,2,0,3,3
41.707756212,-87.580708771,0,MOTOR VEHICLE THEFT,5,0,7,5
41.797218365,-87.664668469,1,THEFT,7,0,0,3
41.749827242,-87.57290291,0,MOTOR VEHICLE THEFT,5,0,7,5
41.780734401,-87.66060504,0,BATTERY,2,0,0,6
41.749988737,-87.627009693,1,CRIMINAL TRESPASS,2,0,3,3
41.880194,-87.665148099,0,THEFT,0,0,6,3
41.883211912,-87.631438294,0,OTHER OFFENSE,0,0,6,2
41.943557813,-87.734704426,0,DECEPTIVE PRACTICE,3,0,1,3
41.923314264,-87.747589344,0,CRIMINAL DAMAGE,3,0,1,3
41.707298588,-87.614681319,0,ROBBERY,6,0,5,7
41.88301997,-87.766605275,0,CRIMINAL DAMAGE,3,0,1,3
41.882738916,-87.635328699,0,CRIMINAL TRESPASS,0,0,6,3
41.939897954,-87.654932052,0,BATTERY,4,0,2,6
41.959877611,-87.731022096,0,OTHER OFFENSE,3,0,1,2
41.963070794,-87.655984213,1,THEFT,4,0,2,3
41.883480183,-87.670585564,0,OTHER OFFENSE,0,0,1,2
41.776111866,-87.615523051,0,OTHER OFFENSE,2,0,3,2
41.890122848,-87.644738477,0,BATTERY,0,0,6,6
41.931961083,-87.713056469,0,OTHER OFFENSE,1,0,1,2
41.725070887,-87.596068179,0,THEFT,5,0,3,3
41.733887485,-87.66928259,0,CRIMINAL DAMAGE,6,0,0,3
41.870788794,-87.720121188,0,MOTOR VEHICLE THEFT,1,0,1,5
41.804860004,-87.621096383,0,DECEPTIVE PRACTICE,2,0,3,3
41.823049331,-87.621584574,0,MOTOR VEHICLE THEFT,2,0,3,5
41.925156835,-87.719450175,0,BATTERY,1,0,1,6
41.791541432,-87.779340667,0,OTHER OFFENSE,7,0,0,2
41.984013353,-87.712562518,0,DECEPTIVE PRACTICE,4,0,1,3
41.958477321,-87.703273343,0,CRIMINAL TRESPASS,4,0,1,3
41.754878573,-87.722171321,0,THEFT,7,0,0,3
42.019811963,-87.666209262,0,OTHER OFFENSE,4,0,2,2
41.789204622,-87.703437543,0,BATTERY,7,0,0,6
41.816713456,-87.612446891,1,BATTERY,2,0,3,6
41.653745791,-87.599937561,0,ASSAULT,6,0,5,6
41.758197903,-87.565147656,0,OTHER OFFENSE,5,0,7,2
41.867767171,-87.719569986,0,CRIMINAL DAMAGE,1,0,1,3
41.879153611,-87.651091369,0,THEFT,0,0,6,3
41.887108845,-87.653349783,0,MOTOR VEHICLE THEFT,0,0,6,5
41.790155464,-87.771971009,0,OTHER OFFENSE,7,0,0,2
41.801311993,-87.62425679,0,OTHER OFFENSE,2,0,3,2
41.750433336,-87.607636954,0,BATTERY,2,0,3,6
41.736930377,-87.584391221,0,CRIMINAL TRESPASS,5,0,7,3
41.939505586,-87.765142417,0,BURGLARY,3,0,4,5
41.885347387,-87.627929824,0,THEFT,0,0,6,3
41.939262335,-87.71335694,1,THEFT,1,0,1,3
41.765265239,-87.566496576,0,BURGLARY,5,0,7,5
41.749657947,-87.66342156,0,BATTERY,6,0,0,6
41.793612114,-87.615951236,0,MOTOR VEHICLE THEFT,2,0,3,5
41.884650262,-87.627915459,0,THEFT,0,0,6,3
41.706204287,-87.699685293,0,DECEPTIVE PRACTICE,7,0,0,3
41.698577912,-87.719940056,0,DECEPTIVE PRACTICE,7,0,0,3
41.799594757,-87.58499696,0,THEFT,2,0,3,3
41.814147812,-87.727488518,0,CRIMINAL DAMAGE,7,0,0,3
41.908938854,-87.801497147,0,CRIMINAL TRESPASS,3,0,4,3
41.874095762,-87.673124235,0,CRIMINAL DAMAGE,0,0,6,3
41.76016295,-87.566399721,0,BATTERY,5,0,7,6
41.903287652,-87.670983202,0,THEFT,0,0,2,3
41.809471582,-87.610741752,0,CRIMINAL DAMAGE,2,0,3,3
41.855190551,-87.623871195,0,THEFT,0,0,3,3
41.786067927,-87.647378435,0,THEFT,2,0,0,3
41.824063418,-87.669015689,0,BATTERY,7,0,0,6
41.930978369,-87.78643029,0,BATTERY,3,0,4,6
41.678237739,-87.68073427,0,THEFT,6,0,5,3
41.69810136,-87.699882015,0,BATTERY,7,0,0,6
41.882388174,-87.642676955,0,CRIMINAL DAMAGE,0,0,6,3
42.012988486,-87.687549391,0,THEFT,4,0,2,3
41.883961175,-87.688552891,0,WEAPONS VIOLATION,1,0,1,5
41.902619325,-87.645067068,0,DECEPTIVE PRACTICE,0,0,6,3
41.865239573,-87.695866917,0,THEFT,1,0,1,3
41.749737947,-87.665850391,0,CRIMINAL DAMAGE,6,0,0,3
41.803515121,-87.743044463,1,PROSTITUTION,7,0,0,4
41.730650465,-87.58551195,0,THEFT,5,0,7,3
41.779121068,-87.656918917,0,THEFT,2,0,0,3
41.754315957,-87.610158653,0,BATTERY,2,0,3,6
41.917608382,-87.743713755,0,BATTERY,3,0,1,6
41.930906002,-87.644017035,0,THEFT,0,0,2,3
41.997085606,-87.65560155,0,OTHER OFFENSE,4,0,2,2
41.816041501,-87.723882944,0,OTHER OFFENSE,7,0,0,2
41.682500489,-87.656668814,0,CRIMINAL DAMAGE,6,0,5,3
41.906876843,-87.720352713,0,MOTOR VEHICLE THEFT,1,0,1,5
41.76559446,-87.621050648,0,BATTERY,2,0,3,6
41.947611552,-87.691128356,0,OTHER OFFENSE,4,0,2,2
41.880751096,-87.723855981,0,BATTERY,1,0,1,6
41.953200658,-87.765428866,0,ASSAULT,3,0,4,6
41.772912595,-87.698109008,0,BATTERY,7,0,0,6
41.947065901,-87.724970811,0,OTHER OFFENSE,1,0,1,2
41.866235211,-87.720473094,0,ASSAULT,1,0,1,6
41.868184336,-87.641372316,0,THEFT,0,0,6,3
41.735239121,-87.6411598,0,THEFT,6,0,5,3
41.89491906,-87.757236921,0,THEFT,3,0,1,3
41.916061763,-87.742331812,0,BURGLARY,1,0,1,5
41.860419537,-87.709152299,1,NARCOTICS,1,0,1,4
41.868541914,-87.639235361,0,THEFT,0,0,6,3
42.006582982,-87.672024741,0,OTHER OFFENSE,4,0,2,2
41.904394115,-87.630001432,0,THEFT,0,0,6,3
41.808765177,-87.611435608,0,CRIMINAL DAMAGE,2,0,3,3
41.774925674,-87.699375941,0,BATTERY,7,0,0,6
41.84908512,-87.710047944,1,CRIMINAL DAMAGE,1,0,1,3
41.937226486,-87.730430379,1,BATTERY,1,0,1,6
41.88171846,-87.627760426,1,THEFT,0,0,6,3
41.757567866,-87.605364858,0,CRIMINAL DAMAGE,2,0,3,3
41.894967474,-87.719956067,1,NARCOTICS,1,0,1,4
41.72991452,-87.660457782,0,THEFT,6,0,5,3
41.809264126,-87.70975185,0,MOTOR VEHICLE THEFT,7,0,0,5
41.930946496,-87.788962647,0,THEFT,3,0,4,3
42.008943202,-87.676364174,0,ROBBERY,4,0,2,7
41.69981086,-87.710890971,0,THEFT,7,0,0,3
41.806678037,-87.749243525,0,CRIMINAL DAMAGE,7,0,0,3
41.925681769,-87.701883719,0,BATTERY,1,0,1,6
41.88899528,-87.770731891,0,CRIMINAL DAMAGE,3,0,1,3
41.837770503,-87.724370391,0,THEFT,1,0,1,3
41.96828488,-87.724073979,0,BATTERY,4,0,1,6
41.974432325,-87.701310455,0,THEFT,4,0,2,3
41.994019837,-87.713281946,1,THEFT,4,0,1,3
41.843605517,-87.638888383,0,THEFT,0,0,3,3
41.86821682,-87.6304532,1,THEFT,0,0,6,3
41.780487636,-87.632636659,0,THEFT,2,0,0,3
41.65867297,-87.602692139,0,THEFT,6,0,5,3
41.824290693,-87.712588881,0,DECEPTIVE PRACTICE,7,0,0,3
41.907499293,-87.665168348,0,MOTOR VEHICLE THEFT,0,0,2,5
41.92138794,-87.748690928,0,CRIMINAL DAMAGE,3,0,1,3
41.878498359,-87.635213281,0,THEFT,0,0,6,3
41.864035852,-87.659042335,0,ASSAULT,0,0,6,6
41.89628652,-87.653972346,0,BATTERY,0,0,6,6
41.911151209,-87.63598179,0,THEFT,0,0,6,3
41.886931097,-87.631559173,0,THEFT,0,0,6,3
41.732718873,-87.569536318,0,MOTOR VEHICLE THEFT,5,0,7,5
41.684809877,-87.642147208,0,BATTERY,6,0,5,6
41.949489231,-87.730730236,0,CRIMINAL TRESPASS,1,0,1,3
41.699039558,-87.61842406,0,BATTERY,6,0,5,6
41.740561209,-87.666835817,0,OTHER OFFENSE,6,0,0,2
41.824041442,-87.692192271,0,THEFT,7,0,0,3
41.763528614,-87.565340653,1,BATTERY,5,0,7,6
41.736509402,-87.54444873,0,CRIMINAL DAMAGE,5,0,7,3
41.876655574,-87.71085966,0,CRIMINAL DAMAGE,1,0,1,3
41.779776542,-87.643009194,0,ASSAULT,2,0,0,6
41.880803517,-87.62535056,0,THEFT,0,0,6,3
41.952807898,-87.712869089,0,ASSAULT,4,0,1,6
41.689728802,-87.667902646,0,OTHER OFFENSE,6,0,5,2
41.887316005,-87.652187075,0,THEFT,0,0,6,3
41.886849113,-87.634766141,1,ROBBERY,0,0,6,7
41.776500412,-87.683570213,0,ASSAULT,7,0,0,6
41.966001258,-87.679592733,0,CRIMINAL DAMAGE,4,0,2,3
41.874188914,-87.629209138,1,BATTERY,0,0,6,6
41.905516604,-87.673476544,0,CRIMINAL DAMAGE,0,0,2,3
41.935137774,-87.649094759,0,THEFT,0,0,2,3
41.870829345,-87.716419864,0,BATTERY,1,0,1,6
41.967338345,-87.704770866,0,THEFT,4,0,1,3
41.887717361,-87.731399256,0,THEFT,1,0,1,3
41.891200669,-87.646460427,0,THEFT,0,0,6,3
41.742431873,-87.706152055,0,OTHER OFFENSE,7,0,0,2
41.761181918,-87.612735241,0,ASSAULT,2,0,3,6
41.782672714,-87.698859652,0,CRIMINAL DAMAGE,7,0,0,3
41.784708168,-87.625444428,0,WEAPONS VIOLATION,2,0,3,5
41.795590096,-87.65005669,0,OTHER OFFENSE,2,0,0,2
41.850057698,-87.697236236,1,BATTERY,1,0,1,6
41.894771119,-87.771129303,0,OTHER OFFENSE,3,0,1,2
41.736829617,-87.71302512,0,MOTOR VEHICLE THEFT,7,0,0,5
41.754592961,-87.741528537,1,CRIMINAL TRESPASS,7,0,0,3
41.855574302,-87.71189003,0,CRIMINAL DAMAGE,1,0,1,3
42.010379467,-87.663724772,0,DECEPTIVE PRACTICE,4,0,2,3
41.93883609,-87.746072695,1,THEFT,3,0,1,3
41.773085006,-87.568335406,0,CRIMINAL DAMAGE,5,0,7,3
41.924411485,-87.685191364,0,THEFT,4,0,2,3
41.817459799,-87.632384186,0,CRIMINAL DAMAGE,2,0,3,3
41.857988682,-87.654117214,0,ASSAULT,0,0,6,6
41.89680182,-87.634209574,1,WEAPONS VIOLATION,0,0,6,5
41.8032982,-87.653195042,0,OFFENSE INVOLVING CHILDREN,2,0,0,5
41.849223644,-87.691353626,0,THEFT,1,0,1,3
41.772907566,-87.683470834,0,DECEPTIVE PRACTICE,7,0,0,3
41.862500822,-87.706338361,1,BATTERY,1,0,1,6
41.947317986,-87.649787936,0,ASSAULT,4,0,2,6
41.735931109,-87.653642482,0,BATTERY,6,0,5,6
41.87678464,-87.638617422,0,THEFT,0,0,6,3
41.712502483,-87.634364397,0,CRIMINAL DAMAGE,6,0,5,3
41.868541914,-87.639235361,0,THEFT,0,0,6,3
41.767531585,-87.5751132,0,ASSAULT,5,0,7,6
41.774585814,-87.694499752,1,WEAPONS VIOLATION,7,0,0,5
41.92824117,-87.742965403,0,THEFT,3,0,1,3
41.834201033,-87.663865352,0,CRIMINAL TRESPASS,0,0,0,3
42.017029838,-87.671029647,0,OTHER OFFENSE,4,0,2,2
41.797572754,-87.601263259,0,MOTOR VEHICLE THEFT,2,0,3,5
41.85144072,-87.731856942,0,ASSAULT,1,0,1,6
41.728084315,-87.656762174,0,CRIMINAL DAMAGE,6,0,5,3
41.862541286,-87.651781949,0,OTHER OFFENSE,0,0,6,2
41.921082882,-87.643759003,0,BATTERY,0,0,2,6
41.997031894,-87.6604655,0,CRIMINAL DAMAGE,4,0,2,3
41.793386662,-87.634131727,0,WEAPONS VIOLATION,2,0,3,5
41.708561201,-87.62354835,0,OTHER OFFENSE,6,0,5,2
41.826688398,-87.665480953,0,CRIMINAL DAMAGE,0,0,0,3
41.86821682,-87.6304532,0,THEFT,0,0,6,3
41.954535555,-87.651221802,0,THEFT,4,0,2,3
41.860492929,-87.705498969,1,ASSAULT,1,0,1,6
41.856275694,-87.712694471,0,CRIMINAL DAMAGE,1,0,1,3
42.017938142,-87.682056576,0,BATTERY,4,0,2,6
41.769452949,-87.6087643,0,THEFT,2,0,3,3
41.930896787,-87.697587655,0,THEFT,4,0,1,3
41.857742251,-87.669702413,0,ASSAULT,0,0,6,6
41.744973301,-87.596602719,0,DECEPTIVE PRACTICE,5,0,3,3
41.794591289,-87.723198732,1,ASSAULT,7,0,0,6
41.894243758,-87.634138304,0,DECEPTIVE PRACTICE,0,0,6,3
41.87706571,-87.768431424,0,THEFT,3,0,1,3
41.900761282,-87.770463323,0,CRIMINAL DAMAGE,3,0,1,3
41.951391724,-87.644958028,0,THEFT,4,0,2,3
41.697111694,-87.609877135,0,DECEPTIVE PRACTICE,6,0,5,3
41.893891869,-87.754340898,0,BATTERY,3,0,1,6
41.755957881,-87.657162192,0,OFFENSE INVOLVING CHILDREN,6,0,0,5
41.882361996,-87.737986083,0,BATTERY,1,0,1,6
41.896685066,-87.627683859,1,BATTERY,0,0,6,6
41.880972165,-87.758753958,1,BATTERY,3,0,1,6
41.934027924,-87.670885751,0,THEFT,4,0,2,3
41.779807275,-87.765938431,0,CRIMINAL DAMAGE,7,0,0,3
41.875647275,-87.763501614,0,DECEPTIVE PRACTICE,3,0,1,3
41.766247597,-87.575997062,0,DECEPTIVE PRACTICE,5,0,7,3
41.892882668,-87.674524804,0,DECEPTIVE PRACTICE,0,0,1,3
41.966059402,-87.737155987,0,CRIMINAL DAMAGE,3,0,1,3
41.853176323,-87.724796887,0,BATTERY,1,0,1,6
41.997765594,-87.687879909,0,MOTOR VEHICLE THEFT,4,0,2,5
41.874062086,-87.625986741,1,BATTERY,0,0,6,6
41.836378406,-87.634574024,0,THEFT,0,0,3,3
42.009109527,-87.666659615,0,CRIMINAL TRESPASS,4,0,2,3
41.963070794,-87.655984213,0,THEFT,4,0,2,3
41.857713393,-87.671835452,0,OTHER OFFENSE,0,0,6,2
41.74981542,-87.650084246,0,BATTERY,6,0,5,6
41.858200139,-87.729822365,0,OTHER OFFENSE,1,0,1,2
41.766025213,-87.644435915,0,BATTERY,2,0,0,6
41.918122721,-87.677634566,0,BURGLARY,4,0,2,5
41.891678767,-87.627551654,0,THEFT,0,0,6,3
41.857090047,-87.65762497,1,ASSAULT,0,0,6,6
41.911355716,-87.636670254,0,MOTOR VEHICLE THEFT,0,0,6,5
41.949092979,-87.643736581,0,DECEPTIVE PRACTICE,4,0,2,3
41.961125959,-87.713442858,0,ASSAULT,4,0,1,6
41.768924366,-87.582853494,0,ASSAULT,5,0,7,6
41.749423285,-87.607179258,0,MOTOR VEHICLE THEFT,2,0,3,5
41.729244982,-87.551238111,0,CRIMINAL DAMAGE,5,0,7,3
41.941871579,-87.679622412,0,MOTOR VEHICLE THEFT,4,0,2,5
41.878011115,-87.620670248,0,CRIMINAL DAMAGE,0,0,6,3
41.992259008,-87.710415066,0,MOTOR VEHICLE THEFT,4,0,1,5
41.919580905,-87.767042481,0,CRIMINAL DAMAGE,3,0,1,3
41.674959444,-87.62041831,1,OTHER OFFENSE,6,0,5,2
41.819027613,-87.665219378,0,BATTERY,7,0,0,6
41.758962371,-87.663632673,0,BATTERY,6,0,0,6
41.895281809,-87.661380334,0,THEFT,0,0,6,3
41.868012627,-87.723404254,0,ROBBERY,1,0,1,7
41.93867625,-87.776223932,0,BATTERY,3,0,4,6
41.935432921,-87.668504341,0,DECEPTIVE PRACTICE,4,0,2,3
41.657208827,-87.602902636,0,ASSAULT,6,0,5,6
41.893578417,-87.625426193,0,MOTOR VEHICLE THEFT,0,0,6,5
41.881621685,-87.65682676,0,MOTOR VEHICLE THEFT,0,0,6,5
41.893718833,-87.707241505,1,NARCOTICS,1,0,1,4
41.682243383,-87.642057528,0,ASSAULT,6,0,5,6
41.781482663,-87.612053353,1,WEAPONS VIOLATION,2,0,3,5
41.904876139,-87.714185654,0,ASSAULT,1,0,1,6
41.88428199,-87.662634028,0,BATTERY,0,0,6,6
41.998116778,-87.667212152,0,CRIMINAL DAMAGE,4,0,2,3
41.909842477,-87.729508839,0,BATTERY,1,0,1,6
41.773293423,-87.660400519,0,OTHER OFFENSE,2,0,0,2
41.706609478,-87.667479576,0,THEFT,6,0,5,3
41.783158191,-87.614483829,0,OTHER OFFENSE,2,0,3,2
41.750934303,-87.626365331,0,ROBBERY,2,0,3,7
41.892536025,-87.658309269,0,OTHER OFFENSE,0,0,6,2
41.734904858,-87.545776341,1,BATTERY,5,0,7,6
41.695515901,-87.654643037,0,PUBLIC PEACE VIOLATION,6,0,5,2
41.74399342,-87.691252364,0,ASSAULT,7,0,0,6
41.89036442,-87.628021535,0,NARCOTICS,0,0,6,4
41.809303246,-87.700346598,0,OTHER OFFENSE,7,0,0,2
41.868982244,-87.720993903,0,DECEPTIVE PRACTICE,1,0,1,3
41.879381337,-87.634201201,0,THEFT,0,0,6,3
41.913070747,-87.647133463,0,BURGLARY,0,0,6,5
41.978337648,-87.840260882,0,MOTOR VEHICLE THEFT,3,0,4,5
41.87725848,-87.712227112,1,NARCOTICS,1,0,1,4
41.799475787,-87.624211019,0,CRIMINAL TRESPASS,2,0,3,3
41.970834926,-87.736743727,1,CRIMINAL TRESPASS,3,0,1,3
41.80067534,-87.714470918,1,DECEPTIVE PRACTICE,7,0,0,3
41.783388119,-87.711755258,0,OTHER OFFENSE,7,0,0,2
42.009866363,-87.674165345,0,BATTERY,4,0,2,6
41.871603972,-87.642334111,0,THEFT,0,0,6,3
41.768149831,-87.660267325,0,MOTOR VEHICLE THEFT,6,0,0,5
41.738988679,-87.654639836,0,MOTOR VEHICLE THEFT,6,0,5,5
41.891924971,-87.629660784,0,DECEPTIVE PRACTICE,0,0,6,3
41.798188958,-87.707369056,0,THEFT,7,0,0,3
41.897401921,-87.664939363,0,BATTERY,0,0,2,6
41.980383743,-87.689324339,1,INTERFERENCE WITH PUBLIC OFFICER,4,0,2,2
41.967988684,-87.699274507,0,OTHER OFFENSE,4,0,2,2
41.953643409,-87.72801475,0,BATTERY,1,0,1,6
41.879660425,-87.73405634,1,WEAPONS VIOLATION,1,0,1,5
41.793582028,-87.620817871,0,MOTOR VEHICLE THEFT,2,0,3,5
41.909474305,-87.66644092,0,DECEPTIVE PRACTICE,0,0,2,3
41.924126932,-87.754699651,0,CRIMINAL DAMAGE,3,0,1,3
41.879297767,-87.725621359,1,THEFT,1,0,1,3
41.906899902,-87.640888264,0,BURGLARY,0,0,6,5
41.842695834,-87.61721984,0,THEFT,2,0,3,3
41.721223747,-87.661947734,0,CRIMINAL DAMAGE,6,0,5,3
41.685154594,-87.636516591,0,CRIMINAL DAMAGE,6,0,5,3
41.867234401,-87.641301791,0,ASSAULT,0,0,6,6
41.766197951,-87.648081324,0,ASSAULT,2,0,0,6
41.984237719,-87.655208186,0,ASSAULT,4,0,2,6
41.871106686,-87.676371296,0,OBSCENITY,0,0,1,2
41.868165405,-87.62743954,1,INTERFERENCE WITH PUBLIC OFFICER,0,0,6,2
41.886186307,-87.620685898,0,THEFT,0,0,6,3
41.946162436,-87.820379706,1,BATTERY,3,0,4,6
42.000332475,-87.679340769,0,OTHER OFFENSE,4,0,2,2
41.908854254,-87.65105074,0,MOTOR VEHICLE THEFT,0,0,6,5
41.865397377,-87.640660777,0,BURGLARY,0,0,6,5
41.763041071,-87.576232702,0,BATTERY,5,0,7,6
41.879786605,-87.766475946,0,ROBBERY,3,0,1,7
41.90703235,-87.696979547,0,BATTERY,1,0,2,6
41.870201153,-87.750079139,0,THEFT,1,0,1,3
41.914896348,-87.676341247,0,THEFT,4,0,2,3
41.964470336,-87.739240918,0,DECEPTIVE PRACTICE,3,0,4,3
41.851641379,-87.723075306,0,ASSAULT,1,0,1,6
41.837906621,-87.713393084,0,BATTERY,1,0,1,6
41.754168689,-87.601635756,0,ASSAULT,2,0,3,6
41.802101704,-87.587747851,0,THEFT,2,0,3,3
41.905060731,-87.669135463,0,THEFT,0,0,2,3
41.878878154,-87.667750581,0,CRIMINAL DAMAGE,0,0,6,3
41.942279588,-87.640626887,0,THEFT,0,0,2,3
41.893646656,-87.631177143,1,THEFT,0,0,6,3
41.865541907,-87.768294247,0,CRIMINAL SEXUAL ASSAULT,3,0,1,8
41.898326414,-87.627731906,0,CRIMINAL DAMAGE,0,0,6,3
41.803667488,-87.590528166,0,ASSAULT,2,0,3,6
41.756765393,-87.562690836,0,ROBBERY,5,0,7,7
41.909325455,-87.769781921,0,BATTERY,3,0,1,6
41.744197105,-87.662067559,0,MOTOR VEHICLE THEFT,6,0,0,5
41.746679753,-87.603835197,0,ROBBERY,5,0,3,7
41.94932533,-87.649549603,0,THEFT,4,0,2,3
41.932630743,-87.704994149,0,CRIMINAL TRESPASS,1,0,1,3
41.94529551,-87.805301006,0,ASSAULT,3,0,4,6
41.760202803,-87.585770028,0,BURGLARY,5,0,7,5
41.868989498,-87.685307268,0,CRIMINAL DAMAGE,1,0,1,3
41.796216157,-87.723245665,0,THEFT,7,0,0,3
42.018517536,-87.681638499,0,CRIMINAL DAMAGE,4,0,2,3
41.88136236,-87.647344302,0,THEFT,0,0,6,3
41.760847554,-87.562898563,0,BURGLARY,5,0,7,5
41.970894579,-87.667723851,0,ASSAULT,4,0,2,6
41.939493089,-87.639532345,0,OTHER OFFENSE,0,0,2,2
41.78287758,-87.615689586,0,DECEPTIVE PRACTICE,2,0,3,3
41.922776707,-87.776895074,0,MOTOR VEHICLE THEFT,3,0,4,5
41.998734156,-87.660613118,0,THEFT,4,0,2,3
41.806821175,-87.604316037,0,BATTERY,2,0,3,6
41.918112097,-87.746152511,0,CRIMINAL DAMAGE,3,0,1,3
41.887902159,-87.636903101,0,THEFT,0,0,6,3
41.748526903,-87.663825429,0,BURGLARY,6,0,0,5
41.70209555,-87.535282582,1,ASSAULT,5,0,7,6
41.755089286,-87.645370158,0,BATTERY,6,0,5,6
41.927148162,-87.80475247,0,OTHER OFFENSE,3,0,4,2
41.95347181,-87.743552438,0,THEFT,3,0,4,3
41.931653332,-87.737333161,0,THEFT,1,0,1,3
41.721789488,-87.620109702,0,OTHER OFFENSE,6,0,5,2
41.868541914,-87.639235361,0,CRIMINAL DAMAGE,0,0,6,3
41.671497135,-87.645356896,0,ASSAULT,6,0,5,6
41.891694878,-87.626155832,0,THEFT,0,0,6,3
41.868219921,-87.664046556,0,BURGLARY,0,0,6,5
41.804941518,-87.662442511,0,ROBBERY,7,0,0,7
41.764774022,-87.623284683,0,MOTOR VEHICLE THEFT,2,0,3,5
41.885807082,-87.731868895,1,BATTERY,1,0,1,6
41.874363279,-87.643013039,0,THEFT,0,0,6,3
41.935613969,-87.653959405,0,BATTERY,4,0,2,6
41.790754583,-87.739927261,0,CRIMINAL DAMAGE,7,0,0,3
41.716421336,-87.562279289,0,ASSAULT,5,0,7,6
41.880194,-87.665148099,0,DECEPTIVE PRACTICE,0,0,6,3
41.803201891,-87.72198373,0,BATTERY,7,0,0,6
41.825841481,-87.68433735,0,BATTERY,7,0,0,6
41.875192342,-87.731347893,0,MOTOR VEHICLE THEFT,1,0,1,5
41.886397239,-87.707753691,0,ASSAULT,1,0,1,6
41.888970853,-87.655445452,0,CRIMINAL DAMAGE,0,0,6,3
41.966612861,-87.734352584,0,THEFT,3,0,1,3
41.809934604,-87.665009423,0,BURGLARY,7,0,0,5
41.945684771,-87.67364328,0,DECEPTIVE PRACTICE,4,0,2,3
41.675425241,-87.630995466,0,THEFT,6,0,5,3
41.714217653,-87.642528129,0,MOTOR VEHICLE THEFT,6,0,5,5
41.800453559,-87.585815831,0,MOTOR VEHICLE THEFT,2,0,3,5
41.902314373,-87.696864768,0,ROBBERY,1,0,2,7
41.886174649,-87.639848795,0,THEFT,0,0,6,3
41.900863211,-87.72428922,1,NARCOTICS,1,0,1,4
42.008531044,-87.696230194,0,MOTOR VEHICLE THEFT,4,0,2,5
41.87178962,-87.633564301,0,DECEPTIVE PRACTICE,0,0,6,3
41.87845862,-87.75605552,0,CRIMINAL DAMAGE,1,0,1,3
41.74550027,-87.691292316,0,ASSAULT,7,0,0,6
41.787571158,-87.705833292,0,BURGLARY,7,0,0,5
41.936045921,-87.750519684,0,THEFT,3,0,4,3
41.751427982,-87.591497227,0,BATTERY,5,0,3,6
41.981051896,-87.668375719,1,THEFT,4,0,2,3
41.737444782,-87.608545299,0,OTHER OFFENSE,6,0,3,2
41.88322094,-87.626645888,0,THEFT,0,0,6,3
41.77556916,-87.650753165,0,MOTOR VEHICLE THEFT,2,0,0,5
41.885242032,-87.721529074,0,THEFT,1,0,1,3
41.971339779,-87.688999912,1,DECEPTIVE PRACTICE,4,0,2,3
41.788725421,-87.719345468,0,BATTERY,7,0,0,6
41.974085476,-87.657754064,0,ASSAULT,4,0,2,6
41.709992844,-87.640489463,0,THEFT,6,0,5,3
41.690404133,-87.613306025,0,ROBBERY,6,0,5,7
41.800428661,-87.602848135,0,THEFT,2,0,3,3
41.809016597,-87.603883995,0,ASSAULT,2,0,3,6
41.812203668,-87.669189604,0,CRIMINAL DAMAGE,7,0,0,3
41.816690816,-87.6136504,0,MOTOR VEHICLE THEFT,2,0,3,5
41.818129663,-87.637391782,0,OTHER OFFENSE,2,0,3,2
